onset,offset,role,instrument
260,332,harm,violin2
260,332,harm,viola
264,330,harm,violin1
268,272,rhythm,timpani
284,288,rhythm,timpani
278,284,mel,violoncello
294,300,mel,violoncello
308,314,mel,violoncello
310,320,mel,flute
324,332,mel,violoncello
330,364,mel,violin1
332,356,mel,violoncello
332,356,mel,doublebass
332,348,harm,oboe
332,340,harm,horn3
340,348,harm,horn34
332,364,rhythm+harm,violin2
332,364,rhythm+harm,viola
348,364,harm,oboe
348,364,harm,bassoon
344,364,mel+harm,clarinet1
352,364,harm,horn1
356,364,mel+harm,flute
356,364,mel,violoncello
356,364,harm,doublebass
360,364,rhythm,timpani
364,420,mel,violin1
364,396,mel,flute
396,412,mel,flute
364,396,harm,oboe
364,396,harm,clarinet
396,412,mel,oboe
396,412,mel,clarinet
364,396,harm,bassoon
364,396,harm,horn34
364,372,harm,horn12
372,380,harm,horn1
372,380,rhythm+harm,horn2
380,388,harm,horn12
388,396,harm,horn1
388,396,rhythm+harm,horn2
364,396,rhythm,trumpet
364,396,rhythm,trombone12
364,396,rhythm,trombone3
364,396,rhythm,timpani
364,396,rhythm+harm,violin2
364,396,rhythm,violoncello
364,396,rhythm,doublebass
364,396,rhythm+harm,viola
396,412,rhythm,violoncello
396,412,rhythm,doublebass
396,412,rhythm,trumpet
396,412,rhythm,violin2
396,412,rhythm,viola
396,412,rhythm+harm,trombone12
396,412,rhythm+harm,trombone3
396,412,rhythm+harm,timpani
412,420,mel+rhythm,trombone12
412,418,harm,horn12
412,418,harm,horn34
418,420,rhythm,horn12
418,420,rhythm,horn34
412,420,mel,flute
412,420,mel,clarinet1
412,420,harm,oboe
412,420,harm,clarinet2
412,420,harm,bassoon
412,420,rhythm,trumpet
412,420,rhythm,trombone3
412,420,rhythm,timpani
412,420,rhythm,violin2
412,420,rhythm,viola
412,420,rhythm,violoncello
412,420,rhythm,doublebass
420,436,mel,violin1
420,436,mel+rhythm,violin2
420,436,mel,viola
420,436,mel,violoncello
420,436,mel,doublebass
420,436,harm,horn12
420,436,harm,horn34
420,436,rhythm,clarinet
420,436,rhythm,bassoon
436,452,mel,flute
436,452,mel,oboe
436,452,mel,clarinet
436,444,rhythm,bassoon
444,452,mel+harm,bassoon
436,444,rhythm,horn34
444,452,harm,horn34
444,452,rhythm,viola
444,452,mel+rhythm,violoncello
452,468,mel,violin1
452,468,mel,doublebass
452,468,mel+rhythm,bassoon1
452,468,mel+harm,violin2
452,468,mel+rhythm,violoncello
452,469,harm,flute
452,469,harm,oboe
452,469,harm,horn34
452,468,rhythm,viola
468,484,mel,violin1
468,482,mel,bassoon1
482,492,rhythm,bassoon1
468,484,harm,violin2
468,484,harm,viola
468,484,harm,violoncello
468,478,harm,doublebass
484,509,harm,violin1
484,509,harm,violin2
486,494,mel,clarinet
486,494,mel,viola
494,501,mel,bassoon1
494,501,mel,violoncello
501,508,mel,doublebass
508,556,rhythm,timpani
510,520,mel+rhythm,violin1
510,520,mel+rhythm,violin2
508,520,mel+rhythm,viola
508,520,mel+rhythm,violoncello
520,540,rhythm+harm,violin1
520,540,rhythm+harm,violin2
520,540,rhythm+harm,viola
520,540,rhythm+harm,violoncello
540,552,mel+rhythm,violin1
540,552,mel+rhythm,violin2
540,552,mel+rhythm,viola
540,552,mel+rhythm,violoncello
552,573,rhythm+harm,violin1
552,572,rhythm+harm,violin2
552,572,rhythm+harm,viola
552,572,rhythm+harm,violoncello
510,524,mel,flute
510,524,mel,oboe
508,572,harm,doublebass
524,541,mel,horn12
524,541,mel,horn34
536,541,rhythm,trumpet
524,541,harm,flute
524,541,harm,oboe
542,556,mel,flute
542,556,mel,oboe
556,572,mel,horn12
556,572,mel,horn34
556,573,harm,flute
556,573,harm,oboe
572,576,mel,violoncello
572,576,mel,doublebass
572,576,harm,horn12
572,576,harm,horn34
572,576,rhythm,violin2
572,576,rhythm,viola
576,580,mel,violin1
576,580,rhythm,flute
576,580,rhythm,clarinet
576,580,rhythm,bassoon1
580,584,mel,violoncello
580,584,mel,doublebass
580,584,harm,horn12
580,584,harm,horn34
580,584,rhythm,violin2
580,584,rhythm,viola
584,588,mel,violin1
584,588,rhythm,flute
584,588,rhythm,clarinet
584,588,rhythm,bassoon1
588,592,mel,violoncello
588,592,mel,doublebass
588,604,harm,horn12
588,604,harm,horn34
588,592,rhythm,violin2
588,592,rhythm,viola
592,596,mel,violin1
592,596,mel+harm,bassoon
592,596,rhythm,flute
596,600,mel,violoncello
596,600,mel,doublebass
596,600,rhythm,violin2
596,600,rhythm,viola
600,605,mel+harm,bassoon
600,605,rhythm,flute
600,605,rhythm,oboe
600,610,mel,violin1
604,605,rhythm+harm,horn12
604,605,rhythm+harm,horn34
604,605,rhythm+harm,violin2
604,605,rhythm+harm,viola
604,605,rhythm+harm,violoncello
604,605,rhythm+harm,doublebass
608,613,mel,viola
608,613,mel,violoncello
608,613,mel,doublebass
612,700,mel+rhythm,viola
613,630,harm,violoncello
613,630,harm,doublebass
620,636,mel,flute
620,636,mel,clarinet1
636,642,harm,flute
636,642,harm,clarinet
628,642,harm,horn12
627,630,rhythm,violin1
631,634,rhythm,violoncello
631,634,rhythm,doublebass
636,654,harm,violoncello
636,654,harm,doublebass
644,660,mel,flute
644,660,mel,clarinet1
660,666,harm,flute
660,666,harm,clarinet
651,654,rhythm,violin1
655,658,rhythm,violoncello
655,658,rhythm,doublebass
652,669,harm,horn34
660,669,rhythm,timpani
660,684,harm,violoncello
660,684,harm,doublebass
668,680,mel,flute
668,676,mel,oboe1
671,700,rhythm,horn34
680,684,mel,clarinet
684,700,rhythm,flute
684,700,rhythm,clarinet
684,700,rhythm,bassoon
684,700,rhythm,violoncello
684,700,rhythm,doublebass
686,700,mel,violin1
686,700,mel,violin2
700,708,harm,flute
700,708,harm,oboe
700,708,harm,clarinet
700,708,harm,bassoon
700,708,harm,horn12
700,708,mel,trumpet
700,708,mel,trombone12
700,708,rhythm,timpani
700,708,rhythm+harm,violin1
700,708,rhythm+harm,violin2
700,708,rhythm+harm,viola
700,708,rhythm+harm,violoncello
700,708,rhythm+harm,doublebass
708,724,rhythm,flute
708,724,rhythm,oboe
708,724,rhythm,clarinet
708,724,rhythm,bassoon
708,724,rhythm,horn34
710,724,mel,violin1
710,724,mel,violin2
708,724,mel+rhythm,viola
708,724,rhythm,violoncello
708,724,rhythm,doublebass
724,732,harm,flute
724,732,harm,oboe
724,732,harm,clarinet
724,732,harm,bassoon
724,732,harm,horn12
724,732,harm,horn34
724,732,mel,trumpet
724,732,mel,trombone12
724,732,rhythm,timpani
724,732,rhythm+harm,violin1
724,732,rhythm+harm,violin2
724,732,rhythm+harm,viola
724,732,rhythm+harm,violoncello
724,732,rhythm+harm,doublebass
732,756,mel+rhythm,flute1
732,744,rhythm,flute2
744,756,mel+rhythm,flute2
732,748,rhythm,oboe1
748,756,mel+rhythm,oboe1
732,756,rhythm,oboe2
732,748,mel+rhythm,clarinet1
748,756,rhythm,clarinet
732,748,rhythm,bassoon
748,756,rhythm,bassoon1
748,756,rhythm,horn1
732,748,rhythm,horn3
732,756,rhythm,trumpet
732,756,mel,violin1
732,756,mel,violin2
732,756,mel,violoncello
732,756,mel,doublebass
732,756,mel+rhythm,viola
756,772,harm,flute
756,772,harm,oboe
756,772,harm,clarinet
756,772,harm,horn12
756,772,harm,trumpet
756,772,harm,trombone12
756,772,mel,bassoon
756,772,mel,horn34
756,772,mel,violin1
756,772,mel,violoncello
756,772,mel,doublebass
756,772,rhythm,violin2
756,772,rhythm,viola
772,780,rhythm+harm,flute
772,780,rhythm+harm,oboe
772,780,rhythm+harm,clarinet
772,780,rhythm+harm,bassoon
772,780,rhythm+harm,horn12
772,780,rhythm+harm,trumpet
772,780,rhythm+harm,trombone12
772,780,rhythm+harm,violin2
772,780,rhythm+harm,viola
772,780,mel,violin1
772,780,rhythm,violoncello
772,780,rhythm,doublebass
780,788,rhythm+harm,flute
780,788,rhythm+harm,oboe
780,788,rhythm+harm,clarinet
780,788,rhythm+harm,bassoon
780,788,rhythm+harm,horn12
780,788,rhythm+harm,horn34
780,789,mel,trombone12
780,788,mel,violin1
780,788,mel,violin2
780,788,rhythm+harm,viola
780,788,rhythm+harm,violoncello
780,788,rhythm+harm,doublebass
788,796,harm,flute
788,796,harm,oboe
788,796,harm,clarinet
788,796,harm,bassoon
788,796,harm,horn34
788,812,mel,horn12
788,812,mel,trumpet
788,796,rhythm,violin1
788,796,rhythm,violin2
788,796,rhythm,viola
788,796,rhythm,violoncello
788,796,rhythm,doublebass
796,812,rhythm,flute
796,812,rhythm,oboe
796,812,rhythm,clarinet
796,812,rhythm,bassoon
796,812,rhythm,horn34
796,836,rhythm,viola
796,836,rhythm,violoncello
796,836,rhythm,doublebass
796,828,mel+rhythm,violin1
796,828,mel+rhythm,violin2
812,836,harm,flute
812,836,harm,oboe
812,836,harm,clarinet
812,836,harm,bassoon
812,836,harm,horn12
812,836,harm,horn34
812,836,harm,trumpet
828,836,rhythm,violin1
828,836,rhythm,violin2
828,836,rhythm,timpani
828,852,mel,trombone12
828,852,mel,trombone3
836,852,rhythm+harm,flute
836,852,rhythm+harm,oboe
836,852,rhythm+harm,clarinet
836,852,rhythm+harm,bassoon
836,852,rhythm+harm,horn12
836,852,rhythm+harm,horn34
836,852,rhythm+harm,trumpet
836,852,rhythm+harm,timpani
836,852,rhythm+harm,violin1
836,852,rhythm+harm,violin2
836,852,rhythm+harm,viola
836,852,rhythm+harm,violoncello
836,852,rhythm+harm,doublebass
852,868,mel,oboe
852,868,mel,horn12
852,868,harm,clarinet
852,868,harm,trombone12
852,868,harm,trombone3
860,877,rhythm,timpani
860,868,rhythm,viola
868,876,mel,clarinet1
868,876,harm,violin1
868,904,harm,violin2
868,876,rhythm,violoncello
876,896,mel,violin1
896,904,harm,violin1
876,904,harm,viola
876,904,harm,violoncello
880,904,rhythm+harm,doublebass
904,919,mel,violin1
906,917,mel,bassoon
915,919,mel,flute
915,919,mel,oboe
922,933,mel,horn12
925,966,mel,clarinet
931,935,mel,flute
931,935,mel,oboe
943,947,mel,flute
943,947,mel,oboe
955,959,mel,flute
955,959,mel,oboe
904,968,harm,violin2
904,968,harm,viola
904,919,harm,violoncello
919,965,mel,violoncello
904,966,rhythm,doublebass
965,1001,mel,violin1
968,1000,mel,flute
968,1000,mel,oboe
968,1000,harm,horn12
968,1000,rhythm+harm,violin2
968,1000,rhythm+harm,viola
968,1000,mel,violoncello
968,992,mel,doublebass
984,1000,harm,clarinet
984,1000,harm,bassoon
984,1000,harm,horn12
992,1033,rhythm,timpani
992,1000,harm,doublebass
1000,1032,mel,flute
1000,1032,harm,oboe
1000,1032,mel,clarinet
1000,1032,harm,bassoon
1000,1008,harm,viola
1008,1016,rhythm,viola
1016,1024,harm,viola
1024,1032,rhythm,viola
1000,1032,rhythm+harm,violoncello
1000,1032,harm,doublebass
1030,1048,rhythm,violin1
1032,1048,mel,flute
1032,1048,mel,oboe
1032,1049,mel+rhythm,bassoon
1032,1048,harm,violin2
1032,1048,harm,viola
1032,1048,harm,violoncello
1032,1048,harm,doublebass
1048,1052,rhythm,flute
1052,1056,harm,flute
1056,1060,rhythm,flute
1060,1065,harm,flute
1048,1065,harm,oboe
1052,1057,harm,clarinet
1060,1064,harm,clarinet
1048,1065,mel,bassoon
1048,1064,harm,violin1
1048,1064,harm,violin2
1048,1064,rhythm+harm,viola
1048,1060,rhythm+harm,violoncello
1048,1065,harm,doublebass
1064,1068,mel,clarinet
1068,1072,mel,oboe
1072,1076,mel,flute
1076,1081,mel,clarinet
1065,1077,mel,horn12
1077,1080,mel,horn34
1064,1081,mel+rhythm,violin1
1064,1081,mel+rhythm,violin2
1062,1081,harm,violoncello
1080,1097,mel+rhythm,horn12
1080,1096,harm,horn34
1080,1096,rhythm,timpani
1096,1120,harm,flute
1096,1120,harm,oboe
1096,1120,harm,clarinet
1096,1112,mel,bassoon
1112,1120,harm,bassoon
1096,1120,harm,horn34
1112,1120,mel,horn12
1112,1016,harm,trumpet
1112,1120,rhythm,trumpet
1112,1020,mel,trombone12
1112,1020,mel,trombone3
1112,1020,rhythm,timpani
1096,1020,harm,violin1
1096,1020,harm,violin2
1096,1020,harm,viola
1096,1112,mel,violoncello
1096,1112,mel,doublebass
1112,1020,harm,violoncello
1112,1020,harm,doublebass
1120,1144,rhythm,flute
1120,1144,rhythm,oboe
1120,1144,rhythm,clarinet
1120,1144,rhythm,bassoon
1120,1145,mel,horn12
1120,1144,rhythm,horn34
1120,1145,rhythm,trumpet
1120,1145,mel,trombone12
1120,1145,mel,trombone3
1120,1152,mel+rhythm,violin1
1120,1152,mel+rhythm,violin2
1120,1152,mel+rhythm,viola
1120,1152,mel+rhythm,violoncello
1120,1144,rhythm+harm,doublebass
1144,1152,mel+rhythm,doublebass
1120,1144,rhythm,timpani
1144,1152,rhythm,flute
1144,1152,rhythm,oboe
1144,1152,rhythm,clarinet
1144,1152,mel+rhythm,bassoon
1145,1152,rhythm,horn12
1145,1152,rhythm,horn34
1152,1168,harm,flute
1152,1168,harm,oboe
1152,1168,harm,clarinet
1152,1168,harm,bassoon
1152,1168,harm,horn12
1152,1168,harm,horn34
1159,1167,mel,trumpet
1152,1160,mel,trombone12
1160,1167,harm,trombone12
1160,1167,harm,trombone3
1152,1160,harm,violin1
1152,1160,harm,violin2
1152,1176,harm,viola
1152,1176,harm,violoncello
1152,1176,harm,doublebass
1160,1168,mel+rhythm,violin1
1160,1168,mel+rhythm,violin2
1168,1176,mel,violin1
1168,1176,mel,violin2
1168,1184,rhythm+harm,flute
1168,1184,rhythm+harm,oboe
1168,1176,rhythm+harm,clarinet
1176,1184,mel+rhythm,clarinet
1168,1176,rhythm+harm,bassoon
1176,1192,rhythm,bassoon
1184,1192,mel+rhythm,flute
1184,1192,mel+rhythm,oboe
1184,1192,mel+rhythm,clarinet
1168,1192,rhythm+harm,horn12
1168,1192,rhythm+harm,horn34
1168,1192,rhythm,trumpet
1168,1192,rhythm+harm,trombone12
1168,1192,rhythm,trombone3
1176,1192,rhythm,timpani
1176,1192,mel+rhythm,violin1
1176,1192,mel+rhythm,violin2
1176,1184,rhythm+harm,viola
1184,1192,mel+rhythm,viola
1184,1192,rhythm,violoncello
1184,1192,rhythm,doublebass
1192,1216,rhythm+harm,flute
1192,1216,rhythm+harm,oboe
1192,1216,rhythm+harm,clarinet
1192,1216,rhythm+harm,bassoon
1192,1216,rhythm+harm,horn12
1192,1216,rhythm+harm,horn34
1192,1216,rhythm+harm,trumpet
1192,1216,rhythm+harm,trombone12
1192,1216,rhythm+harm,trombone3
1192,1196,mel+rhythm,timpani
1200,1204,mel+rhythm,timpani
1192,1216,rhythm+harm,violin1
1192,1216,rhythm+harm,violin2
1192,1216,rhythm+harm,viola
1192,1216,rhythm+harm,violoncello
1192,1216,rhythm+harm,doublebass
1216,1225,harm,flute
1216,1241,harm,oboe
1216,1241,harm,clarinet
1216,1249,harm,bassoon
1216,1233,harm,horn12
1216,1233,harm,horn34
1216,1225,harm,trumpet
1216,1225,harm,trombone12
1216,1225,harm,trombone3
1216,1249,rhythm,timpani
1216,1224,harm,violin1
1216,1224,harm,violin2
1216,1224,harm,viola
1224,1248,rhythm+harm,violin1
1224,1248,rhythm+harm,violin2
1224,1248,rhythm+harm,viola
1216,1249,rhythm,violoncello
1216,1248,rhythm,doublebass
1248,1280,mel,clarinet
1248,1281,harm,doublebass
1255,1257,rhythm,flute
1263,1265,rhythm,violin1
1267,1269,rhythm,violin2
1271,1273,rhythm,viola
1275,1277,rhythm,violoncello
1280,1301,mel,horn12
1279,1303,rhythm,timpani
1288,1301,harm,clarinet
1288,1301,harm,trombone12
1288,1301,harm,trombone3
1296,1304,mel+rhythm,violin1
1296,1304,mel+rhythm,violin2
1296,1304,mel+rhythm,viola
1302,1304,mel+rhythm,violoncello
1304,1328,mel,flute
1304,1312,mel,oboe
1304,1312,mel,clarinet
1304,1312,mel,bassoon
1304,1320,mel,violin1
1304,1312,mel,violin2
1304,1312,mel,viola
1304,1312,mel,violoncello
1304,1312,rhythm+harm,bassoon
1312,1320,rhythm+harm,oboe
1312,1320,rhythm+harm,clarinet
1312,1320,rhythm+harm,bassoon
1312,1320,rhythm+harm,horn12
1312,1320,rhythm+harm,horn34
1312,1320,rhythm+harm,trumpet
1312,1320,rhythm+harm,trombone12
1312,1320,rhythm+harm,trombone3
1312,1320,rhythm,timpani
1312,1320,rhythm+harm,violin2
1312,1320,rhythm+harm,viola
1312,1320,rhythm+harm,violoncello
1328,1344,harm,flute
1320,1332,harm,oboe
1332,1344,harm,oboe1
1332,1344,mel,oboe2
1320,1344,harm,clarinet
1320,1344,harm,bassoon
1320,1328,harm,horn12
1320,1328,harm,horn34
1328,1344,mel,horn12
1328,1344,mel,horn34
1320,1344,mel,trumpet
1320,1328,harm,trombone12
1328,1344,mel,trombone12
1320,1344,harm,trombone3
1320,1344,rhythm,timpani
1320,1344,harm,violin1
1320,1344,harm,violin2
1320,1328,harm,viola
1328,1344,mel,viola
1320,1328,harm,violoncello
1328,1344,mel,violoncello
1320,1344,harm,doublebass
1344,1356,mel+rhythm,flute
1344,1356,rhythm,oboe
1344,1356,mel+rhythm,clarinet
1344,1356,rhythm,bassoon
1344,1356,rhythm,horn12
1344,1356,rhythm,horn34
1344,1356,mel+rhythm,trumpet
1344,1356,mel+rhythm,trombone12
1344,1356,rhythm,trombone3
1344,1356,rhythm,timpani
1344,1356,rhythm,violin1
1344,1356,rhythm,violin2
1344,1356,mel+rhythm,viola
1344,1356,mel+rhythm,violoncello
1344,1356,rhythm,doublebass
1356,1373,rhythm,flute
1356,1373,rhythm,oboe
1356,1373,rhythm,clarinet
1356,1373,mel+rhythm,bassoon
1356,1373,rhythm,horn12
1356,1373,rhythm,horn34
1356,1373,rhythm,trumpet
1356,1373,mel+rhythm,trombone12
1356,1373,mel+rhythm,trombone3
1356,1373,rhythm,timpani
1356,1373,rhythm,violin1
1356,1373,rhythm,violin2
1356,1373,mel+rhythm,viola
1356,1373,mel+rhythm,violoncello
1356,1373,mel+rhythm,doublebass
1376,1392,rhythm,flute
1376,1392,rhythm,oboe
1376,1392,rhythm,clarinet
1376,1392,rhythm,bassoon
1376,1392,rhythm,horn12
1376,1392,rhythm,horn34
1376,1392,rhythm,trumpet
1376,1389,rhythm,trombone12
1376,1389,rhythm,trombone3
1376,1389,rhythm,timpani
1376,1389,rhythm,violin1
1376,1389,rhythm+harm,violin2
1376,1389,rhythm+harm,viola
1376,1389,rhythm,violoncello
1376,1389,rhythm,doublebass
