onset,offset,key,degree,quality,inversion,roman number
351,354,e,1,m,0,i
354,360,e,1,m,1,i6
360,366,e,1,m,0,i
366,367,e,1,m,0,i
367,368,e,4,m,2,iv64
368,369,e,5,M,0,V
369,370,e,1,m,0,i
370,371,e,4,m,2,iv64
371,372,e,5,M,0,V
372,373,e,1,m,0,i
373,374,e,4,m,2,iv64
374,375,E,5,M,0,V
375,376,E,1,M,0,I
376,377,E,4,M,2,IV64
377,378,E,5,M,0,V
378,380,E,1,M,0,I
380,381,E,5,M,0,V
381,383,E,1,M,0,I
383,384,E,5,M,0,V
384,386,E,1,M,0,I
386,387,E,5,M,0,V
387,389,E,1,M,0,I
389,390,E,5,M,0,V
390,392,E,1,M,0,I
392,393,E,3,m,0,iii
393,395,E,1,M,0,I
395,396,E,3,m,0,iii
396,398,E,1,M,0,I
398,399,E,3,m,0,iii
399,401,E,5,M,0,V
401,402,E,1,M,0,I
402,404,E,1,M,0,I
404,405,E,5,M,0,V
405,407,E,1,M,0,I
407,408,E,5,M,0,V
408,410,E,1,M,0,I
410,411,E,5,M,0,V
411,413,E,1,M,0,I
413,414,E,5,M,0,V
414,416,E,1,M,0,I
416,417,E,3,m,0,iii
417,419,E,1,M,0,I
419,420,E,3,m,0,iii
420,422,E,1,M,0,I
422,423,E,3,m,0,iii
423,425,E,5,M,0,V
425,426,E,1,M,0,I
426,428,E,4,M,0,IV
428,429,E,3/4,m,0,iii/IV
429,431,E,4,M,0,IV
431,432,E,3/4,m,0,iii/IV
432,434,E,1,M,0,I
434,435,E,3,m,0,iii
435,438,E,1,M,0,I
438,440,E,4,M,0,IV
440,441,E,3/4,m,0,iii/IV
441,443,E,4,M,0,IV
443,444,E,3/4,m,0,iii/IV
444,446,E,1,M,0,I
446,447,E,3,m,0,iii
447,450,E,1,M,0,I
450,452,E,1,M,0,I
452,453,E,5,M,0,V
453,455,E,1,M,0,I
455,456,E,5,M,0,V
456,458,E,1,M,0,I
458,459,E,5,M,0,V
459,461,E,1,M,0,I
461,462,E,5,M,0,V
462,464,E,1,M,0,I
464,465,E,3,m,0,iii
465,467,E,1,M,0,I
467,468,E,3,m,0,iii
468,470,E,5,M,0,V
470,471,E,1,M,0,I
471,501,E,1,D7,0,I7
501,507,E,-2,D7,0,-II7
507,513,E,2,D7,0,II7
513,515,E,-3,D7,0,-III7
515,516,E,3,d7,0,iii-7
516,518,E,3,D7,0,III7
518,519,E,4,d7,0,iv-7
519,521,E,4,D7,0,IV7
521,522,E,-5,d7,0,-v-7
522,524,E,-5,D7,0,-V7
524,525,E,5,d7,0,v-7
525,543,e,5,D7,0,V7
543,545,e,1,m,0,i
545,547,e,1,m7,0,i7
547,549,e,6,m,1,+vi6
549,552,e,2,h7,3,ii=42
552,555,e,1,m,0,i
555,557,e,1,m,0,i
557,559,e,1,m7,0,i7
559,561,e,6,m,1,+vi6
561,564,e,2,h7,3,ii=42
564,566,e,1,m,0,i
566,567,e,2,h7,3,ii=42
567,569,e,1,m,0,i
569,570,e,2,h7,3,ii=42
570,572,e,1,m,0,i
572,573,e,2,h7,3,ii=42
573,575,e,1,m,0,i
575,576,e,2,h7,3,ii=42
576,579,e,1,m,0,i
579,582,e,4,m7,0,iv7
582,585,e,1,m,0,i
585,588,e,4,m7,0,iv7
588,594,e,1,m,0,i
594,600,e,1,m,0,i
600,624,e,4,M7,1,VI^65
624,636,e,1,m,0,i
636,654,e,1,m,0,i
654,657,e,+3,m,0,+iii
657,672,e,+3,M,0,+III
672,684,e,+3,M,0,+III
684,690,e,3,a,2,III+64
690,702,e,6,M,1,VI6
702,717,C,1,M,0,I
717,719,C,1,M,2,I64
719,720,C,5,D7,0,V7
720,726,C,1,M,0,I
726,735,C,1,M,0,I
735,738,C,1,M,0,I
738,741,C,3,m,0,iii
741,744,C,5,D7,0,V7
744,750,C,1,M,0,I
750,765,C,1,M,0,I
765,767,C,1,M,2,I64
767,768,C,5,D7,0,V7
768,774,C,1,M,0,I
774,783,C,1,M,0,I
783,786,C,1,M,0,I
786,789,C,3,m,0,iii
789,792,C,5,D7,0,V7
792,798,C,1,M,0,I
798,801,G,5/4,M,0,V/IV
801,804,G,4,M,0,IV
804,807,G,5,M,0,V
807,810,G,1,M,0,I
810,813,G,5/5,m,0,v/V
813,816,G,5,M,0,V
816,818,G,6,m,0,vi
818,819,G,5/6,M,0,V/vi
819,822,G,6,m,0,vi
822,825,G,5/4,M,0,V/IV
825,828,G,4,M,0,IV
828,831,G,5,M,0,V
831,834,G,1,M,0,I
834,837,G,5/-7,M,0,V/-VII
837,840,G,-7,M,0,-VII
840,842,G,6,m,0,vi
842,843,G,5/6,D7,0,V7/vi
843,846,G,6,m,0,vi
846,867,G,5/6,M,0,V/vi
867,879,G,6,M,0,VI
879,891,G,5,m,0,v
891,906,C,1,M,0,I
906,909,C,5,D7,0,V7
909,915,C,1,M,0,I
915,927,C,1,M,0,I
927,930,C,3,m,0,iii
930,933,C,5,D7,0,V7
933,939,C,1,M,0,I
939,942,G,5/4,M,0,V/IV
942,945,G,4,M,0,IV
945,948,G,5,M,0,V
948,951,G,1,M,0,I
951,954,G,5/5,m,0,v/V
954,957,G,5,M,0,V
957,959,G,6,m,0,vi
959,960,G,5/6,M,0,V/vi
960,963,G,6,m,0,vi
963,966,G,5/4,M,0,V/IV
966,969,G,4,M,0,IV
969,972,G,5,M,0,V
972,975,G,1,M,0,I
975,978,G,5/-7,M,0,V/-VII
978,981,G,-7,M,0,-VII
981,983,G,6,m,0,vi
983,984,G,5/6,D7,0,V7/vi
984,987,G,6,m,0,vi
987,1008,G,5/6,M,0,V/vi
1008,1020,G,6,M,0,VI
1020,1032,G,5,m,0,v
1032,1047,C,1,M,0,I
1047,1050,C,5,D7,0,V7
1050,1056,C,1,M,0,I
1056,1068,C,1,M,0,I
1068,1071,C,3,m,0,iii
1071,1074,C,5,D7,0,V7
1074,1080,C,1,M,0,I
1080,1086,e,6,m,0,vi
1086,1089,e,6/5,M,0,VI/V
1089,1095,e,6/5,m,0,vi/V
1095,1101,e,5,D7,3,V42
1101,1107,e,5,D7,0,V7
1107,1128,e,1,m,0,i
1128,1149,e,1,m7,2,i43
1149,1150,e,1,m7,2,i43
1150,1151,e,5,m,0,v
1151,1152,e,5,m7,0,v7
1152,1155,e,1,m7,2,i43
1155,1161,e,1,m7,2,i43
1161,1162,e,1,m7,2,i43
1162,1163,e,5,m,0,v
1163,1164,e,5,m7,0,v7
1164,1167,e,1,m7,2,i43
1167,1173,e,1,m,0,i
1173,1175,e,1,m,0,i
1175,1176,e,7,M,0,VII
1176,1179,e,1,m,0,i
1179,1185,e,1,m,0,i
1185,1187,e,1,m,0,i
1187,1188,e,7,M,0,VII
1188,1191,e,1,m,0,i
1191,1203,e,1,m7,0,i7
1203,1205,e,3,a,0,III+
1205,1206,e,1,m,1,i6
1206,1208,e,3,a,1,III+6
1208,1209,e,1,m,0,i
1209,1210,e,3,a,1,III+6
1210,1211,e,1,m,1,i6
1211,1212,e,3,a,2,III+64
1212,1213,e,1,m,0,i
1213,1214,e,3,a,2,III+64
1214,1215,e,1,m,0,i
1215,1217,e,3,a,0,III+
1217,1218,e,1,m,0,i
1218,1220,e,3,a,1,III+6
1220,1221,e,1,m,1,i6
1221,1222,e,3,a,1,III+6
1222,1223,e,1,m,1,i6
1223,1224,e,3,a,2,III+64
1224,1225,e,1,m,2,i64
1225,1226,e,3,a,2,III+64
1226,1227,e,1,m,2,i64
1227,1228,e,3,a,2,III+64
1228,1230,e,1,m,0,i
1230,1232,e,1,m7,0,i7
1232,1233,e,6,h7,1,vi=65
1233,1234,e,4,M,2,IV64
1234,1236,e,4,m,2,iv64
1236,1239,e,1,m,0,i
1239,1242,e,1,m,0,i
1242,1244,e,1,m7,0,i7
1244,1245,e,6,h7,1,vi=65
1245,1246,e,4,M,2,IV64
1246,1248,e,4,m,2,iv64
1248,1251,e,1,m,0,i
1251,1254,e,1,m,0,i
1254,1256,e,1,m7,0,i7
1256,1258,e,4,M,2,IV64
1258,1260,e,4,m,2,iv64
1260,1263,e,1,m,0,i
1263,1266,e,1,m,0,i
1266,1268,e,1,m7,0,i7
1268,1270,e,4,M,2,IV64
1270,1271,e,4,m,2,iv64
1271,1272,e,2,h7,3,ii=42
1272,1274,e,1,m,0,i
1274,1275,e,2,h7,3,ii=42
1275,1277,e,1,m,0,i
1277,1278,e,2,h7,3,ii=42
1278,1280,e,1,m,0,i
1280,1281,e,2,h7,3,ii=42
1281,1284,e,1,m,0,i
1284,1290,e,1,m,1,i6
1290,1296,e,1,m,0,i
1296,1297,e,1,m,0,i
1297,1298,e,4,m,2,iv64
1298,1299,e,5,M,0,V
1299,1300,e,1,m,0,i
1300,1301,e,4,m,2,iv64
1301,1302,e,5,M,0,V
1302,1303,e,1,m,0,i
1303,1304,e,4,m,2,iv64
1304,1305,E,5,M,0,V
1305,1306,E,1,M,0,I
1306,1307,E,4,M,2,IV64
1307,1308,E,5,M,0,V
1308,1310,E,1,M,0,I
1310,1311,E,5,M,0,V
1311,1313,E,1,M,0,I
1313,1314,E,5,M,0,V
1314,1316,E,1,M,0,I
1316,1317,E,5,M,0,V
1317,1319,E,1,M,0,I
1319,1320,E,5,M,0,V
1320,1322,E,1,M,0,I
1322,1323,E,3,m,0,iii
1323,1325,E,1,M,0,I
1325,1326,E,3,m,0,iii
1326,1328,E,1,M,0,I
1328,1329,E,3,m,0,iii
1329,1331,E,5,M,0,V
1331,1332,E,1,M,0,I
1332,1334,E,1,M,0,I
1334,1335,E,5,M,0,V
1335,1337,E,1,M,0,I
1337,1338,E,5,M,0,V
1338,1340,E,1,M,0,I
1340,1341,E,5,M,0,V
1341,1343,E,1,M,0,I
1343,1344,E,5,M,0,V
1344,1346,E,1,M,0,I
1346,1347,E,3,m,0,iii
1347,1349,E,1,M,0,I
1349,1350,E,3,m,0,iii
1350,1352,E,1,M,0,I
1352,1353,E,3,m,0,iii
1353,1355,E,5,M,0,V
1355,1356,E,1,M,0,I
1356,1358,E,4,M,0,IV
1358,1359,E,3/4,m,0,iii/IV
1359,1361,E,4,M,0,IV
1361,1362,E,3/4,m,0,iii/IV
1362,1364,E,1,M,0,I
1364,1365,E,3,m,0,iii
1365,1368,E,1,M,0,I
1368,1370,E,4,M,0,IV
1370,1371,E,3/4,m,0,iii/IV
1371,1373,E,4,M,0,IV
1373,1374,E,3/4,m,0,iii/IV
1374,1376,E,1,M,0,I
1376,1377,E,3,m,0,iii
1377,1380,E,1,M,0,I
1380,1382,E,1,M,0,I
1382,1383,E,5,M,0,V
1383,1385,E,1,M,0,I
1385,1386,E,5,M,0,V
1386,1388,E,1,M,0,I
1388,1389,E,5,M,0,V
1389,1391,E,1,M,0,I
1391,1392,E,5,M,0,V
1392,1394,E,1,M,0,I
1394,1395,E,3,m,0,iii
1395,1397,E,1,M,0,I
1397,1398,E,3,m,0,iii
1398,1400,E,5,M,0,V
1400,1401,E,1,M,0,I
1401,1431,E,1,D7,0,I7
1431,1437,E,-2,D7,0,-II7
1437,1443,E,2,D7,0,II7
1443,1445,E,-3,D7,0,-III7
1445,1446,E,3,d7,0,iii-7
1446,1448,E,3,D7,0,III7
1448,1449,E,4,d7,0,iv-7
1449,1451,E,4,D7,0,IV7
1451,1452,E,-5,d7,0,-v-7
1452,1454,E,-5,D7,0,-V7
1454,1455,E,5,d7,0,v-7
1455,1473,e,5,D7,0,V7
1473,1475,e,1,m,0,i
1475,1477,e,1,m7,0,i7
1477,1479,e,6,m,1,+vi6
1479,1482,e,2,h7,3,ii=42
1482,1485,e,1,m,0,i
1485,1487,e,1,m,0,i
1487,1489,e,1,m7,0,i7
1489,1491,e,6,m,1,+vi6
1491,1494,e,2,h7,3,ii=42
1494,1496,e,1,m,0,i
1496,1497,e,2,h7,3,ii=42
1497,1499,e,1,m,0,i
1499,1500,e,2,h7,3,ii=42
1500,1502,e,1,m,0,i
1502,1503,e,2,h7,3,ii=42
1503,1505,e,1,m,0,i
1505,1506,e,2,h7,3,ii=42
1506,1509,e,1,m,0,i
1509,1512,e,4,m7,0,iv7
1512,1515,e,1,m,0,i
1515,1518,e,4,m7,0,iv7
1518,1524,e,1,m,0,i
1524,1530,e,1,m,0,i
1530,1566,e,5/-2,D7,3,V42/-II
1566,1590,e,5/2,M,0,V/ii
1590,1614,e,2,m,0,ii
1614,1626,e,2,a6,0,Fr+6
1626,1644,e,1,M,0,I
1644,1684,e,1,m,0,i
