onset,offset,role,instrument
258,262,rhythm,clarinet2
258,262,rhythm,bassoon1
258,262,rhythm,bassoon2
258,262,rhythm,horn
258,262,rhythm,hornB
258,262,rhythm,timpani
258,262,rhythm,violin2
258,262,rhythm,viola
258,262,rhythm,violoncello
258,262,rhythm,doublebass
262,275,mel+rhythm,violin1
262,275,mel+rhythm,violin2
262,275,mel+rhythm,viola
262,275,rhythm+harm,flute1
262,275,rhythm+harm,flute2
262,274,rhythm+harm,oboe1
262,275,rhythm+harm,oboe2
262,275,rhythm+harm,clarinet1
262,275,rhythm+harm,clarinet2
262,275,rhythm+harm,bassoon1
262,275,rhythm+harm,bassoon2
262,275,rhythm+harm,horn
262,275,rhythm+harm,hornB
262,275,rhythm+harm,trumpet
262,275,rhythm+harm,timpani
262,275,rhythm+harm,violoncello
262,275,rhythm+harm,doublebass
274,290,mel,oboe1
275,290,mel,clarinet1
275,290,mel,clarinet2
276,290,mel,flute1
280,286,mel+harm,oboe2
277,284,rhythm,bassoon1
285,290,mel,bassoon1
277,288,rhythm,bassoon2
288,290,mel,bassoon2
277,288,rhythm,horn
275,288,rhythm,horn
282,284,rhythm,trumpet
282,284,rhythm,timpani
277,288,rhythm,violin1
277,288,rhythm,violin2
277,288,rhythm,viola
277,288,rhythm,violoncello
277,288,rhythm,doublebass
290,294,mel+harm,flute1
290,294,mel,flute2
290,294,mel+harm,oboe1
290,294,mel+harm,oboe2
290,294,mel+harm,clarinet1
290,294,mel+harm,clarinet2
290,294,mel+harm,bassoon1
290,294,mel+harm,bassoon2
294,298,rhythm+harm,flute1
294,298,rhythm+harm,flute2
294,298,rhythm+harm,oboe1
294,298,rhythm+harm,oboe2
294,298,rhythm+harm,clarinet1
294,298,rhythm+harm,clarinet2
294,298,rhythm+harm,bassoon1
294,298,rhythm+harm,bassoon2
290,298,rhythm+harm,horn
290,298,rhythm,hornB
293,298,rhythm,trumpet
293,298,rhythm,timpani
293,298,mel,violin1
293,298,mel+rhythm,violin2
293,298,mel+rhythm,viola
293,298,mel+rhythm,violoncello
293,298,mel+rhythm,doublebass
298,320,mel,flute1
298,316,mel,flute2
298,320,mel,oboe1
298,316,mel,oboe2
298,320,mel,clarinet1
298,320,mel,clarinet2
298,320,mel,bassoon1
298,320,mel,bassoon2
298,316,mel,hornB
298,320,mel,violin1
298,318,mel,violin2
298,320,mel,viola
298,320,mel,violoncello
298,320,mel,doublebass
298,316,rhythm,horn
298,320,rhythm,trumpet
298,320,rhythm,timpani
318,355,harm,horn
318,376,rhythm,violin2
322,376,rhythm,violoncello
325,329,mel,violin1
326,362,harm,clarinet1
329,331,mel,viola
329,331,mel,doublebass
331,332,rhythm,trumpet
331,332,rhythm,timpani
330,362,harm,oboe1
333,337,mel,violin1
334,362,harm,flute2
338,340,mel,viola
338,340,mel,doublebass
339,362,harm,flute1
339,356,harm,bassoon1
339,374,harm,bassoon2
339,374,harm,hornB
339,340,rhythm,trumpet
339,340,rhythm,timpani
341,345,mel,violin1
345,348,mel,viola
345,348,mel,doublebass
347,348,rhythm,trumpet
347,348,rhythm,timpani
349,353,mel,violin1
353,356,mel,viola
353,356,mel,doublebass
355,383,rhythm,trumpet
355,383,rhythm,timpani
355,362,mel,bassoon1
355,383,rhythm,horn
356,383,mel,violin1
356,383,mel,viola
361,383,mel,flute1
361,382,mel,oboe1
361,382,mel,clarinet1
362,374,mel+harm,bassoon1
366,374,harm,flute2
366,374,harm,oboe2
374,383,mel,flute2
374,383,mel,oboe2
374,382,mel,clarinet2
374,382,mel,bassoon1
374,382,mel,bassoon2
374,383,rhythm,horn
374,383,mel,doublebass
376,383,mel,violin2
376,383,mel,violoncello
382,394,mel,oboe1
382,394,mel+harm,clarinet1
382,394,mel+harm,clarinet2
382,394,mel+harm,bassoon1
382,394,mel+harm,bassoon2
386,392,mel,flute1
392,410,harm,oboe2
394,410,harm,flute1
394,410,harm,flute2
394,410,harm,hornB
394,410,mel+harm,oboe1
393,410,mel,violin1
393,409,mel,viola
409,418,rhythm,viola
394,418,rhythm,trumpet
394,418,rhythm,timpani
394,414,rhythm,violin2
394,410,rhythm,violoncello
394,410,rhythm,doublebass
394,401,rhythm,horn
401,410,harm,horn
394,398,rhythm,clarinet1
394,398,rhythm,clarinet2
394,398,rhythm,bassoon1
394,398,rhythm,bassoon2
397,403,mel,clarinet1
397,403,mel,bassoon1
398,402,harm,bassoon2
402,406,rhythm,clarinet1
402,406,rhythm,clarinet2
402,406,rhythm,bassoon1
402,406,rhythm,bassoon2
406,410,mel,clarinet1
406,410,mel,bassoon1
406,410,harm,bassoon2
410,419,mel,flute1
410,419,mel,flute2
410,418,mel,oboe1
410,418,mel,oboe2
410,418,mel,clarinet1
410,418,mel,clarinet2
410,418,mel,bassoon1
410,419,mel,bassoon2
410,419,mel,violin1
410,419,mel,violoncello
410,419,mel,doublebass
410,415,rhythm,horn
410,415,rhythm,hornB
414,419,mel,violin2
414,419,mel,viola
418,426,mel,oboe1
418,422,mel,oboe2
418,430,mel,clarinet1
418,422,mel,clarinet2
418,430,mel+harm,bassoon1
425,430,mel+harm,clarinet2
422,430,mel+harm,bassoon2
430,435,mel,clarinet1
430,435,mel,clarinet2
430,434,mel,bassoon1
430,434,mel,bassoon2
430,434,rhythm+harm,flute1
430,434,rhythm+harm,oboe1
430,434,rhythm+harm,oboe2
430,434,rhythm+harm,violin1
430,434,rhythm+harm,violin2
430,434,rhythm+harm,viola
430,434,rhythm+harm,violoncello
430,434,rhythm+harm,doublebass
434,446,mel,bassoon1
434,446,mel,bassoon2
434,446,mel,violoncello
434,446,mel,doublebass
433,446,rhythm,flute1
435,446,rhythm,flute2
433,441,rhythm,violin1
434,462,mel+rhythm,violin2
441,463,mel,violin1
445,455,rhythm,bassoon1
445,455,rhythm,bassoon2
445,455,rhythm,horn
445,455,rhythm,hornB
445,455,rhythm,trumpet
445,455,rhythm,timpani
445,455,rhythm,violoncello
445,455,rhythm,doublebass
446,462,mel,flute1
446,462,mel,flute2
446,463,mel+rhythm,viola
455,463,rhythm+harm,bassoon1
455,463,rhythm+harm,bassoon2
455,463,rhythm+harm,horn
455,463,rhythm+harm,hornB
455,463,rhythm+harm,violoncello
455,463,rhythm+harm,doublebass
462,472,mel,violin2
463,470,rhythm,viola
463,505,rhythm,hornB
462,470,mel+rhythm,flute1
462,470,mel+rhythm,flute2
462,470,mel+rhythm,clarinet1
462,470,mel+rhythm,clarinet2
463,470,mel+rhythm,violin1
470,504,mel,flute1
470,504,mel,flute2
470,502,mel,bassoon1
470,502,mel,bassoon2
470,502,mel,violin1
470,478,mel,clarinet1
470,478,mel,clarinet2
478,498,rhythm,clarinet1
478,498,rhythm,clarinet2
497,504,mel,clarinet1
497,504,mel,clarinet2
469,498,rhythm,oboe1
469,498,rhythm,oboe2
497,504,mel,oboe1
497,504,mel,oboe2
470,505,rhythm,horn
470,505,rhythm,trumpet
470,505,rhythm,timpani
471,504,rhythm,violin2
470,504,rhythm,viola
470,504,rhythm,violoncello
470,504,rhythm,doublebass
503,533,mel,violin1
504,516,mel+rhythm,violin2
504,517,mel+rhythm,viola
504,516,mel+rhythm,violoncello
504,517,mel+rhythm,doublebass
504,516,mel,bassoon1
504,532,mel,flute1
508,513,mel,flute2
508,513,mel,bassoon2
512,516,mel,clarinet1
513,532,mel,oboe1
525,532,mel,bassoon1
516,525,harm,horn
525,533,rhythm,horn
516,520,rhythm,violin2
520,533,mel,violin2
520,533,rhythm,viola
516,532,rhythm,violoncello
528,532,mel,clarinet1
530,540,rhythm+harm,doublebass
532,540,rhythm+harm,violoncello
531,535,rhythm,flute2
534,540,rhythm,oboe1
532,540,rhythm,oboe2
532,540,rhythm,clarinet1
532,540,rhythm,clarinet2
532,540,rhythm,bassoon1
531,540,rhythm,bassoon2
532,540,mel+rhythm,flute1
540,549,mel,flute1
540,553,mel,oboe1
540,548,mel,violoncello
540,547,mel+harm,oboe2
540,547,mel+harm,clarinet1
540,547,mel+harm,bassoon1
540,547,mel+harm,bassoon2
545,548,rhythm,horn
546,548,rhythm,trumpet
546,548,rhythm,timpani
546,548,rhythm,violin2
546,548,mel,violin1
546,548,mel,viola
547,549,mel+harm,flute2
547,549,mel+harm,clarinet2
547,557,mel,clarinet1
547,556,rhythm,bassoon1
547,556,rhythm,bassoon2
552,557,mel,flute1
548,558,harm,horn
548,556,rhythm+harm,violin1
548,556,rhythm+harm,violin2
548,556,rhythm+harm,viola
548,556,rhythm+harm,violoncello
548,556,rhythm+harm,doublebass
556,564,rhythm,violin1
556,564,rhythm,violin2
556,564,rhythm,viola
556,564,mel,violoncello
556,564,mel,doublebass
557,592,harm,hornB
560,565,mel,oboe1
563,565,mel+harm,flute1
564,592,mel,violin1
564,592,mel,violin2
564,572,mel,viola
572,580,rhythm,viola
580,592,mel,viola
564,592,rhythm,violoncello
564,572,rhythm,doublebass
565,572,rhythm,flute1
565,572,rhythm,oboe1
565,573,rhythm,clarinet1
565,572,rhythm,bassoon1
566,567,rhythm,trumpet
566,567,rhythm,timpani
572,580,harm,flute1
572,584,harm,oboe1
572,580,harm,bassoon1
572,592,rhythm,trumpet
572,584,rhythm,timpani
580,584,mel,flute1
580,584,mel,bassoon1
584,588,harm,flute1
584,588,harm,bassoon1
584,592,harm,horn
584,592,mel,oboe1
584,592,mel,clarinet1
588,592,mel,flute1
588,592,mel,oboe2
588,592,mel,clarinet2
588,592,mel,bassoon1
588,592,mel,bassoon2
592,600,mel,flute1
592,600,mel,flute2
592,600,mel,oboe1
592,600,mel,oboe2
592,600,mel,clarinet1
592,600,mel,clarinet2
592,600,mel,bassoon1
592,600,mel,bassoon2
592,600,rhythm,horn
592,600,rhythm,hornB
592,600,rhythm,trumpet
592,600,rhythm,timpani
592,600,mel,violin1
592,600,mel,violin2
592,600,mel,viola
592,600,mel,violoncello
592,600,mel,doublebass
600,632,harm,flute1
600,632,harm,flute2
600,632,harm,oboe1
600,632,harm,oboe2
600,632,harm,clarinet1
600,632,harm,clarinet2
600,632,harm,bassoon1
600,632,harm,bassoon2
600,623,harm,horn
623,624,rhythm,horn
624,632,harm,horn
600,623,harm,hornB
623,624,rhythm,hornB
624,632,harm,hornB
600,623,harm,trumpet
623,624,rhythm,trumpet
624,627,harm,trumpet
627,632,rhythm,trumpet
600,632,rhythm,timpani
600,602,rhythm+harm,violin1
602,608,mel,violin1
608,610,rhythm+harm,violin1
610,632,mel,violin1
600,602,rhythm+harm,violin2
602,608,mel,violin2
608,610,rhythm+harm,violin2
610,632,mel,violin2
600,602,rhythm+harm,viola
602,608,mel,viola
608,610,rhythm+harm,viola
610,632,mel,viola
600,632,rhythm,violoncello
600,632,rhythm,violoncello
632,636,mel,flute1
632,636,mel,flute2
632,636,mel,oboe1
632,636,mel,oboe2
632,636,mel,clarinet1
632,636,mel,clarinet2
632,636,mel,bassoon1
632,636,mel,bassoon2
632,636,mel,horn
636,640,harm,flute1
636,640,harm,flute2
636,640,harm,oboe1
636,640,harm,oboe2
636,640,harm,clarinet1
636,640,harm,clarinet2
636,640,harm,bassoon1
636,640,harm,bassoon2
636,640,harm,horn
640,644,mel,flute1
640,644,mel,flute2
640,644,mel,oboe1
640,644,mel,oboe2
640,644,mel,clarinet1
640,644,mel,clarinet2
640,644,mel,bassoon1
640,644,mel,bassoon2
640,644,mel,horn
632,644,harm,hornB
632,644,rhythm,trumpet
632,644,rhythm,timpani
632,636,rhythm,violin1
632,636,rhythm,violin2
632,636,rhythm,viola
636,640,mel,violin1
636,640,mel,violin2
636,640,mel,viola
640,644,rhythm,violin1
640,644,rhythm,violin2
640,644,rhythm,viola
632,644,rhythm,violoncello
632,644,rhythm,doublebass
644,656,rhythm+harm,flute1
644,656,rhythm+harm,flute2
644,656,rhythm+harm,oboe1
644,656,rhythm+harm,oboe2
644,656,rhythm+harm,clarinet1
644,656,rhythm+harm,clarinet2
644,656,rhythm+harm,bassoon1
644,656,rhythm+harm,bassoon2
644,656,rhythm+harm,horn
656,676,mel,flute1
656,676,mel,flute2
656,676,mel,oboe1
656,674,mel,oboe2
656,677,mel,clarinet1
656,677,mel,clarinet2
656,677,mel,bassoon1
656,677,mel,bassoon2
656,676,rhythm,horn
644,654,rhythm+harm,hornB
644,654,rhythm+harm,trumpet
654,674,rhythm,hornB
654,677,rhythm,trumpet
644,677,rhythm,timpani
644,652,mel+rhythm+harm,violin1
644,652,mel+rhythm+harm,violin2
644,652,mel+rhythm+harm,viola
652,672,mel,violin1
652,672,mel,violin2
672,676,rhythm,violin1
672,676,rhythm,violin2
652,658,mel+rhythm,viola
658,672,mel,viola
672,676,rhythm,viola
644,650,rhythm+harm,violoncello
644,650,rhythm+harm,doublebass
650,656,rhythm,violoncello
656,676,mel+rhythm,violoncello
650,676,rhythm,doublebass
676,686,mel,flute1
676,698,mel,oboe1
679,681,mel+harm,bassoon1
684,698,mel,bassoon1
676,680,harm,horn
680,688,mel,horn
687,710,harm,horn
678,690,rhythm,trumpet
678,690,rhythm,timpani
676,696,rhythm,violin1
676,716,rhythm,violin2
676,696,rhythm,viola
676,710,rhythm,violoncello
676,710,rhythm,doublebass
696,700,mel,violin1
696,700,mel,viola
700,716,rhythm,violin1
700,716,rhythm,viola
700,716,mel,clarinet1
700,706,mel,bassoon1
702,704,mel,flute1
702,712,mel,oboe1
706,716,mel+harm,oboe2
706,716,mel+harm,bassoon1
708,716,mel,flute1
712,716,mel+harm,oboe1
712,716,mel+harm,clarinet2
712,716,mel+harm,bassoon2
712,716,mel+harm,horn
712,716,rhythm,hornB
716,722,mel,flute1
716,722,mel,oboe1
716,722,mel,bassoon1
716,722,mel,bassoon2
716,722,mel,violin1
716,722,mel,violin2
716,724,mel,viola
716,722,mel,violoncello
716,722,mel,doublebass
716,722,rhythm,horn
716,722,rhythm,hornB
716,722,rhythm,trumpet
716,722,rhythm,timpani
718,722,mel,flute2
718,722,mel,oboe2
718,722,mel,clarinet1
718,722,mel,clarinet2
722,724,rhythm+harm,flute1
722,724,rhythm+harm,flute2
722,724,rhythm+harm,oboe1
722,724,rhythm+harm,oboe2
722,724,rhythm+harm,clarinet1
722,724,rhythm+harm,clarinet2
722,724,rhythm+harm,bassoon1
722,724,rhythm+harm,bassoon2
722,724,rhythm+harm,horn
722,724,rhythm+harm,violin1
722,724,rhythm+harm,violin2
722,724,rhythm+harm,violoncello
722,724,rhythm+harm,doublebass
722,724,rhythm,hornB
722,728,rhythm,trumpet
722,728,rhythm,timpani
724,740,mel,violin1
724,736,mel,violin2
724,740,mel,viola
724,736,mel,violoncello
724,736,mel,doublebass
724,736,rhythm,horn
728,734,rhythm,hornB
734,736,rhythm,trumpet
734,736,rhythm,timpani
727,740,mel,clarinet1
727,740,mel,clarinet2
727,736,mel,bassoon1
727,736,mel,bassoon2
732,738,mel,flute1
732,738,mel,flute2
732,736,mel,oboe1
732,736,mel,oboe2
738,740,rhythm+harm,flute1
738,740,rhythm+harm,flute2
736,740,rhythm+harm,oboe1
736,740,rhythm+harm,oboe2
736,740,rhythm+harm,bassoon1
736,740,rhythm+harm,bassoon2
736,740,rhythm+harm,horn
736,740,rhythm+harm,trumpet
736,740,rhythm+harm,timpani
736,740,rhythm+harm,violin2
736,740,rhythm+harm,violoncello
736,740,rhythm+harm,doublebass
740,744,mel,oboe1
740,744,harm,oboe2
740,744,harm,clarinet1
740,744,harm,clarinet2
740,744,harm,bassoon1
740,744,harm,bassoon2
740,744,harm,horn
744,748,mel,flute1
744,748,mel,flute2
744,748,mel,oboe1
744,748,mel,oboe2
744,748,mel,clarinet1
744,748,mel,clarinet2
744,748,mel,bassoon1
744,748,mel,bassoon2
744,746,rhythm+harm,horn
744,748,rhythm+harm,hornB
743,746,rhythm+harm,trumpet
743,746,rhythm+harm,timpani
744,748,mel,violin1
744,748,mel,violin2
744,748,mel,viola
744,748,mel,violoncello
744,748,mel,doublebass
748,760,mel,flute1
748,752,harm,clarinet1
752,764,mel,clarinet1
748,760,harm,clarinet2
760,764,mel,clarinet2
752,760,harm,bassoon1
760,764,mel,bassoon1
752,761,harm,bassoon2
750,761,harm,hornB
750,752,rhythm+harm,trumpet
752,760,rhythm+harm,violin1
760,764,mel,violin1
752,760,rhythm+harm,violin2
760,764,mel,violin2
752,761,rhythm,viola
761,764,mel,viola
752,761,rhythm,violoncello
761,764,mel,violoncello
752,772,rhythm+harm,doublebass
764,768,mel,flute1
764,772,mel,oboe1
764,772,mel,clarinet1
764,772,mel,bassoon1
764,772,rhythm+harm,horn
764,772,mel+rhythm,violin1
764,772,mel+rhythm,violin2
764,772,mel+rhythm,viola
764,772,mel+rhythm,violoncello
772,796,rhythm,flute1
772,800,rhythm,trumpet
772,800,rhythm,timpani
772,796,mel,oboe1
772,796,mel,clarinet1
772,796,mel,bassoon1
772,796,harm,horn
772,800,mel,violin1
772,800,mel,violin2
772,796,rhythm+harm,viola
772,796,rhythm+harm,violoncello
772,796,rhythm+harm,doublebass
796,800,rhythm,flute1
796,800,rhythm,flute2
796,800,rhythm,oboe1
796,800,rhythm,oboe2
796,800,rhythm,clarinet1
796,800,rhythm,clarinet2
796,800,rhythm,bassoon1
796,800,rhythm,horn
796,800,rhythm,viola
796,800,rhythm,violoncello
796,800,rhythm,doublebass
800,812,mel+rhythm,flute1
800,813,mel+rhythm,flute2
800,813,mel+rhythm,violin1
800,813,mel+rhythm,violin2
800,812,rhythm+harm,oboe1
800,812,rhythm+harm,oboe2
800,813,rhythm+harm,clarinet1
800,813,rhythm+harm,clarinet2
800,813,rhythm+harm,bassoon1
800,813,rhythm+harm,bassoon2
800,813,harm,horn
800,813,rhythm,trumpet
800,813,rhythm,timpani
800,813,rhythm,viola
800,813,rhythm+harm,violoncello
800,813,rhythm+harm,doublebass
812,832,mel,flute1
812,828,mel,oboe1
812,816,mel,oboe2
812,826,rhythm,hornB
813,820,mel+harm,clarinet1
813,832,mel+harm,clarinet2
814,816,mel+harm,bassoon1
814,816,mel+harm,bassoon2
815,826,rhythm+harm,horn
815,826,rhythm+harm,viola
815,826,rhythm+harm,violoncello
815,826,rhythm+harm,doublebass
815,826,rhythm,trumpet
815,826,rhythm,timpani
815,826,mel,violin1
815,822,mel,violin2
822,826,rhythm+harm,violin2
818,820,mel+harm,flute2
818,820,mel+harm,oboe2
822,824,mel+harm,flute2
822,824,mel+harm,oboe2
826,828,mel+harm,oboe2
820,828,mel,clarinet1
