onset,offset,role,instrument
116,124,mel,bassoon1
116,124,mel,bassoon2
116,124,rhythm,horn1
116,124,rhythm,horn2
116,124,rhythm,piccolotrumpet1
116,124,rhythm,piccolotrumpet2
116,124,rhythm,timpani
116,124,mel,viola
116,124,mel,violoncello
116,124,mel,doublebass
118,124,mel,flute
118,124,mel,oboe2
118,124,mel,violin2
124,138,rhythm+harm,flute
124,138,rhythm+harm,oboe1
124,138,rhythm+harm,oboe2
124,138,rhythm,bassoon1
124,138,rhythm,bassoon2
124,138,rhythm+harm,horn1
124,138,rhythm+harm,horn2
124,138,rhythm,piccolotrumpet1
124,138,rhythm,piccolotrumpet2
124,138,rhythm,timpani
124,138,rhythm+harm,violin2
124,138,rhythm,viola
124,138,rhythm,violoncello
124,138,rhythm,doublebass
140,208,mel,violin2
152,208,mel,violin1
168,208,mel,viola
180,208,mel,violoncello
196,208,mel,doublebass
208,224,mel,flute
208,224,mel,oboe1
208,224,mel,oboe2
208,224,rhythm,bassoon1
208,224,rhythm,bassoon2
208,224,rhythm,horn1
208,224,rhythm,horn2
208,224,rhythm,piccolotrumpet1
208,224,rhythm,piccolotrumpet2
208,224,rhythm,timpani
208,254,mel,violin1
208,220,mel,violin2
208,224,rhythm,viola
208,224,rhythm,violoncello
208,224,rhythm,doublebass
220,224,rhythm,violin2
224,254,harm,flute
224,254,harm,oboe1
224,254,harm,oboe2
224,254,harm,bassoon1
224,254,harm,bassoon2
224,254,harm,horn1
224,254,harm,horn2
224,254,harm,piccolotrumpet1
224,254,harm,piccolotrumpet2
224,254,rhythm,violin2
224,254,rhythm,viola
224,254,mel,violoncello
224,254,mel,doublebass
254,276,mel,flute
254,290,mel,violin1
254,290,mel,violin2
256,276,mel,oboe1
256,276,mel,oboe2
256,290,mel,bassoon1
256,290,mel,bassoon2
256,290,mel,viola
256,290,mel,violoncello
256,290,mel,doublebass
256,290,rhythm,horn1
256,290,rhythm,horn2
264,266,rhythm,piccolotrumpet1
264,266,rhythm,piccolotrumpet2
276,290,rhythm+harm,flute
276,290,rhythm+harm,oboe1
276,290,rhythm+harm,oboe2
276,290,rhythm,piccolotrumpet1
276,290,rhythm,piccolotrumpet2
292,340,rhythm,violin2
292,318,rhythm+harm,viola
292,318,rhythm+harm,violoncello
292,318,rhythm+harm,doublebass
318,340,mel+harm,viola
318,340,mel+harm,violoncello
318,340,mel+harm,doublebass
294,308,mel,violin1
301,305,rhythm,oboe1
301,305,rhythm,oboe2
304,312,mel,bassoon1
304,312,mel,bassoon2
306,318,mel,flute
318,332,mel,violin1
325,329,rhythm,oboe1
325,329,rhythm,oboe2
328,336,mel,bassoon1
328,336,mel,bassoon2
330,374,mel,flute
340,374,mel,violin1
340,456,mel,violin2
340,374,harm,viola
340,374,harm,violoncello
340,374,harm,doublebass
345,374,mel,bassoon1
374,388,mel,flute
374,388,mel,oboe1
374,394,rhythm,horn1
374,394,rhythm,horn2
374,394,rhythm,piccolotrumpet1
374,394,rhythm,piccolotrumpet2
374,378,rhythm,timpani
374,488,mel,violin1
376,456,mel,viola
378,392,mel,oboe2
378,392,mel,bassoon1
378,392,mel,bassoon2
378,456,mel,violoncello
378,456,mel,doublebass
394,400,mel,flute
394,400,mel,oboe1
394,400,mel,oboe2
394,400,mel,bassoon1
394,400,mel,bassoon2
402,408,harm,flute
402,408,harm,oboe1
402,408,harm,oboe2
402,408,harm,bassoon1
402,408,harm,bassoon2
406,410,rhythm,horn1
406,410,rhythm,horn2
406,410,rhythm,piccolotrumpet1
406,410,rhythm,piccolotrumpet2
410,416,mel,flute
410,416,mel,oboe1
410,416,mel,oboe2
410,416,mel,bassoon1
410,416,mel,bassoon2
418,424,harm,flute
418,424,harm,oboe1
418,424,harm,oboe2
418,424,harm,bassoon1
418,424,harm,bassoon2
422,426,rhythm,horn1
422,426,rhythm,horn2
422,426,rhythm,piccolotrumpet1
422,426,rhythm,piccolotrumpet2
424,426,rhythm,timpani
426,458,mel,flute
426,436,mel,oboe1
426,436,mel,oboe2
426,456,mel,bassoon1
426,456,mel,bassoon2
434,458,rhythm+harm,horn1
434,458,rhythm+harm,horn2
434,458,rhythm+harm,piccolotrumpet1
434,458,rhythm+harm,piccolotrumpet2
434,452,rhythm+harm,timpani
452,458,mel,oboe1
452,458,mel,oboe2
456,488,rhythm,bassoon1
456,488,rhythm,bassoon2
456,508,rhythm,timpani
456,488,rhythm,violin2
456,488,rhythm,viola
456,488,rhythm,violoncello
456,488,rhythm,doublebass
460,508,mel+harm,flute
460,508,mel+harm,oboe1
460,508,mel+harm,oboe2
460,508,mel+harm,horn1
460,508,mel+harm,horn2
460,508,mel+harm,piccolotrumpet1
460,508,mel+harm,piccolotrumpet2
488,508,rhythm,violin1
488,508,rhythm,violin2
488,508,mel,viola
488,508,mel,violoncello
488,508,mel,doublebass
488,508,mel,bassoon1
488,508,mel,bassoon2
508,526,harm,flute
508,538,harm,oboe1
508,526,harm,oboe2
508,524,rhythm+harm,bassoon1
508,524,rhythm+harm,bassoon2
508,538,rhythm+harm,horn1
508,538,rhythm+harm,horn2
508,538,rhythm+harm,piccolotrumpet1
508,538,rhythm+harm,piccolotrumpet2
508,524,rhythm+harm,timpani
508,524,mel+rhythm,violin1
508,524,rhythm,violin2
508,524,mel+rhythm,viola
508,524,rhythm+harm,violoncello
508,524,rhythm+harm,doublebass
524,538,mel+rhythm,violin1
524,538,rhythm,bassoon1
524,538,rhythm,bassoon2
524,538,mel+rhythm,violin2
524,538,rhythm,viola
524,538,rhythm,violoncello
524,538,rhythm,doublebass
526,538,mel,flute
526,538,mel,oboe2
536,538,rhythm,timpani
538,576,mel,viola
538,576,mel,violoncello
538,576,mel,doublebass
540,576,mel,flute
540,576,mel,oboe1
540,576,mel,oboe2
540,576,mel,bassoon1
540,576,mel,bassoon2
540,602,rhythm+harm,horn1
540,602,rhythm+harm,horn2
540,602,rhythm+harm,piccolotrumpet1
540,602,rhythm+harm,piccolotrumpet2
540,602,rhythm+harm,timpani
542,602,mel,violin1
542,602,mel,violin2
576,602,harm,flute
576,602,harm,oboe1
576,602,harm,oboe2
576,602,mel,bassoon1
576,602,mel,bassoon2
576,602,mel,viola
576,600,mel,violoncello
576,600,mel,doublebass
600,626,rhythm,violoncello
600,626,rhythm,doublebass
602,614,mel,oboe1
602,626,mel,violin1
602,626,mel,violin2
602,626,mel,viola
614,626,mel,bassoon1
628,660,mel,violin1
628,657,rhythm,violin2
644,652,harm,viola
644,652,harm,violoncello
644,652,harm,doublebass
652,657,rhythm+harm,viola
652,657,rhythm+harm,violoncello
652,657,rhythm+harm,doublebass
660,702,rhythm+harm,horn1
660,702,rhythm+harm,horn2
660,702,rhythm+harm,piccolotrumpet1
660,702,rhythm+harm,piccolotrumpet2
660,702,rhythm+harm,timpani
660,702,mel,violin1
660,702,mel,violin2
662,676,harm,flute
662,676,harm,oboe1
662,676,harm,oboe2
662,676,harm,bassoon1
662,676,harm,bassoon2
663,702,rhythm,viola
663,702,rhythm,violoncello
663,702,rhythm,doublebass
676,702,mel,flute
676,702,mel,oboe1
676,702,mel,oboe2
676,702,rhythm,bassoon1
676,702,rhythm,bassoon2
702,712,mel,oboe1
702,712,mel,oboe2
702,712,mel,bassoon1
702,712,mel,bassoon2
702,714,rhythm,horn1
702,714,rhythm,horn2
702,724,mel,violin1
702,736,mel,violin2
702,712,mel,viola
702,712,mel,violoncello
702,712,mel,doublebass
712,736,rhythm,oboe1
712,725,rhythm,oboe2
712,725,rhythm,bassoon1
712,725,rhythm,bassoon2
712,725,rhythm,viola
712,725,rhythm,violoncello
712,725,rhythm,doublebass
724,736,rhythm,horn1
724,736,rhythm,horn2
724,736,rhythm,piccolotrumpet1
724,736,rhythm,piccolotrumpet2
724,736,rhythm,timpani
724,734,rhythm,violin1
726,736,mel,flute
726,736,mel,oboe2
726,736,mel,bassoon1
726,736,mel,bassoon2
726,736,mel,viola
726,736,mel,violoncello
726,736,mel,doublebass
734,766,mel,violin1
736,745,rhythm+harm,flute
736,744,rhythm+harm,oboe1
736,745,rhythm+harm,oboe2
736,744,rhythm+harm,bassoon1
736,744,rhythm+harm,bassoon2
736,744,rhythm+harm,horn1
736,744,rhythm+harm,horn2
736,744,rhythm+harm,piccolotrumpet1
736,744,rhythm+harm,piccolotrumpet2
736,744,rhythm+harm,timpani
736,745,rhythm+harm,violin2
736,744,rhythm+harm,viola
736,744,rhythm+harm,violoncello
736,744,rhythm+harm,doublebass
744,752,mel,oboe1
744,752,mel,bassoon1
744,752,mel,bassoon2
744,752,rhythm,horn1
744,752,rhythm,horn2
744,752,rhythm,piccolotrumpet1
744,752,rhythm,piccolotrumpet2
744,752,rhythm,timpani
744,752,mel,viola
744,752,mel,violoncello
744,752,mel,doublebass
746,752,mel,flute
746,752,mel,oboe2
746,752,mel,violin2
752,766,rhythm+harm,flute
752,766,rhythm+harm,oboe1
752,766,rhythm+harm,oboe2
752,766,rhythm,bassoon1
752,766,rhythm,bassoon2
752,766,rhythm+harm,horn1
752,766,rhythm+harm,horn2
752,766,rhythm,piccolotrumpet1
752,766,rhythm,piccolotrumpet2
752,766,rhythm,timpani
752,766,rhythm+harm,violin2
752,766,rhythm,viola
752,766,rhythm,violoncello
752,766,rhythm,doublebass
768,836,mel,violin2
780,836,mel,violin1
796,836,mel,viola
808,836,mel,violoncello
824,836,mel,doublebass
836,852,mel,flute
836,852,mel,oboe1
836,852,mel,oboe2
836,852,rhythm,bassoon1
836,852,rhythm,bassoon2
836,852,rhythm,horn1
836,852,rhythm,horn2
836,852,rhythm,piccolotrumpet1
836,852,rhythm,piccolotrumpet2
836,852,rhythm,timpani
836,882,mel,violin1
836,848,mel,violin2
836,852,rhythm,viola
836,852,rhythm,violoncello
836,852,rhythm,doublebass
848,852,rhythm,violin2
852,882,harm,flute
852,882,harm,oboe1
852,882,harm,oboe2
852,882,harm,bassoon1
852,882,harm,bassoon2
852,882,harm,horn1
852,882,harm,horn2
852,882,harm,piccolotrumpet1
852,882,harm,piccolotrumpet2
852,882,rhythm,violin2
852,882,rhythm,viola
852,882,mel,violoncello
852,882,mel,doublebass
882,904,mel,flute
882,918,mel,violin1
882,918,mel,violin2
884,904,mel,oboe1
884,904,mel,oboe2
884,918,mel,bassoon1
884,918,mel,bassoon2
884,918,mel,viola
884,918,mel,violoncello
884,918,mel,doublebass
884,918,rhythm,horn1
884,918,rhythm,horn2
892,894,rhythm,piccolotrumpet1
892,894,rhythm,piccolotrumpet2
904,918,rhythm+harm,flute
904,918,rhythm+harm,oboe1
904,918,rhythm+harm,oboe2
904,918,rhythm,piccolotrumpet1
904,918,rhythm,piccolotrumpet2
920,968,rhythm,violin2
920,946,rhythm+harm,viola
920,946,rhythm+harm,violoncello
920,946,rhythm+harm,doublebass
946,968,mel+harm,viola
946,968,mel+harm,violoncello
946,968,mel+harm,doublebass
922,936,mel,violin1
929,933,rhythm,oboe1
929,933,rhythm,oboe2
932,940,mel,bassoon1
932,940,mel,bassoon2
934,946,mel,flute
946,960,mel,violin1
953,957,rhythm,oboe1
953,957,rhythm,oboe2
956,964,mel,bassoon1
956,964,mel,bassoon2
958,1002,mel,flute
968,1002,mel,violin1
968,1084,mel,violin2
968,1002,harm,viola
968,1002,harm,violoncello
968,1002,harm,doublebass
973,1002,mel,bassoon1
1002,1016,mel,flute
1002,1016,mel,oboe1
1002,1022,rhythm,horn1
1002,1022,rhythm,horn2
1002,1022,rhythm,piccolotrumpet1
1002,1022,rhythm,piccolotrumpet2
1002,1006,rhythm,timpani
1002,1116,mel,violin1
1004,1084,mel,viola
1006,1020,mel,oboe2
1006,1020,mel,bassoon1
1006,1020,mel,bassoon2
1006,1084,mel,violoncello
1006,1084,mel,doublebass
1022,1028,mel,flute
1022,1028,mel,oboe1
1022,1028,mel,oboe2
1022,1028,mel,bassoon1
1022,1028,mel,bassoon2
1030,1036,harm,flute
1030,1036,harm,oboe1
1030,1036,harm,oboe2
1030,1036,harm,bassoon1
1030,1036,harm,bassoon2
1034,1038,rhythm,horn1
1034,1038,rhythm,horn2
1034,1038,rhythm,piccolotrumpet1
1034,1038,rhythm,piccolotrumpet2
1038,1044,mel,flute
1038,1044,mel,oboe1
1038,1044,mel,oboe2
1038,1044,mel,bassoon1
1038,1044,mel,bassoon2
1046,1052,harm,flute
1046,1052,harm,oboe1
1046,1052,harm,oboe2
1046,1052,harm,bassoon1
1046,1052,harm,bassoon2
1050,1054,rhythm,horn1
1050,1054,rhythm,horn2
1050,1054,rhythm,piccolotrumpet1
1050,1054,rhythm,piccolotrumpet2
1052,1054,rhythm,timpani
1054,1086,mel,flute
1054,1064,mel,oboe1
1054,1064,mel,oboe2
1054,1084,mel,bassoon1
1054,1084,mel,bassoon2
1062,1086,rhythm+harm,horn1
1062,1086,rhythm+harm,horn2
1062,1086,rhythm+harm,piccolotrumpet1
1062,1086,rhythm+harm,piccolotrumpet2
1062,1080,rhythm+harm,timpani
1080,1086,mel,oboe1
1080,1086,mel,oboe2
1084,1116,rhythm,bassoon1
1084,1116,rhythm,bassoon2
1084,1136,rhythm,timpani
1084,1116,rhythm,violin2
1084,1116,rhythm,viola
1084,1116,rhythm,violoncello
1084,1116,rhythm,doublebass
1088,1136,mel+harm,flute
1088,1136,mel+harm,oboe1
1088,1136,mel+harm,oboe2
1088,1136,mel+harm,horn1
1088,1136,mel+harm,horn2
1088,1136,mel+harm,piccolotrumpet1
1088,1136,mel+harm,piccolotrumpet2
1116,1136,rhythm,violin1
1116,1136,rhythm,violin2
1116,1136,mel,viola
1116,1136,mel,violoncello
1116,1136,mel,doublebass
1116,1136,mel,bassoon1
1116,1136,mel,bassoon2
1136,1154,harm,flute
1136,1166,harm,oboe1
1136,1154,harm,oboe2
1136,1152,rhythm+harm,bassoon1
1136,1152,rhythm+harm,bassoon2
1136,1166,rhythm+harm,horn1
1136,1166,rhythm+harm,horn2
1136,1166,rhythm+harm,piccolotrumpet1
1136,1166,rhythm+harm,piccolotrumpet2
1136,1152,rhythm+harm,timpani
1136,1152,mel+rhythm,violin1
1136,1152,rhythm,violin2
1136,1152,mel+rhythm,viola
1136,1152,rhythm+harm,violoncello
1136,1152,rhythm+harm,doublebass
1152,1166,mel+rhythm,violin1
1152,1166,rhythm,bassoon1
1152,1166,rhythm,bassoon2
1152,1166,mel+rhythm,violin2
1152,1166,rhythm,viola
1152,1166,rhythm,violoncello
1152,1166,rhythm,doublebass
1154,1166,mel,flute
1154,1166,mel,oboe2
1164,1166,rhythm,timpani
1166,1204,mel,viola
1166,1204,mel,violoncello
1166,1204,mel,doublebass
1168,1204,mel,flute
1168,1204,mel,oboe1
1168,1204,mel,oboe2
1168,1204,mel,bassoon1
1168,1204,mel,bassoon2
1168,1230,rhythm+harm,horn1
1168,1230,rhythm+harm,horn2
1168,1230,rhythm+harm,piccolotrumpet1
1168,1230,rhythm+harm,piccolotrumpet2
1168,1230,rhythm+harm,timpani
1170,1230,mel,violin1
1170,1230,mel,violin2
1204,1230,harm,flute
1204,1230,harm,oboe1
1204,1230,harm,oboe2
1204,1230,mel,bassoon1
1204,1230,mel,bassoon2
1204,1230,mel,viola
1204,1254,mel,violoncello
1204,1254,mel,doublebass
1228,1254,rhythm,violoncello
1228,1254,rhythm,doublebass
1230,1242,mel,oboe1
1230,1254,mel,violin1
1230,1254,mel,violin2
1230,1254,mel,viola
1242,1254,mel,bassoon1
1256,1270,harm,horn1
1256,1270,harm,horn2
1256,1282,mel+harm,violin1
1256,1282,mel+harm,violin2
1256,1282,mel+harm,viola
1256,1272,rhythm,violoncello
1256,1272,rhythm,doublebass
1270,1280,mel,oboe1
1270,1280,mel,bassoon1
1272,1280,harm,violoncello
1272,1280,harm,doublebass
1280,1292,harm,oboe1
1280,1292,harm,bassoon1
1280,1288,rhythm,violoncello
1280,1288,rhythm,doublebass
1288,1302,rhythm,horn1
1288,1302,rhythm,horn2
1288,1314,mel+harm,violin1
1288,1314,mel+harm,violin2
1288,1314,mel+harm,viola
1288,1314,harm,violoncello
1288,1314,harm,doublebass
1302,1314,mel,flute
1302,1314,mel,bassoon1
1314,1318,rhythm,horn1
1314,1318,rhythm,horn2
1314,1318,rhythm,piccolotrumpet1
1314,1318,rhythm,piccolotrumpet2
1314,1318,rhythm,timpani
1314,1382,mel,violoncello
1314,1382,mel,doublebass
1316,1384,mel,violin1
1318,1372,mel+harm,flute
1318,1372,mel+harm,oboe1
1318,1372,mel+harm,oboe2
1318,1372,mel+harm,bassoon1
1318,1372,mel+harm,bassoon2
1318,1382,mel,viola
1320,1384,mel,violin2
1328,1332,rhythm,horn1
1328,1332,rhythm,horn2
1328,1332,rhythm,piccolotrumpet1
1328,1332,rhythm,piccolotrumpet2
1342,1346,rhythm,horn1
1342,1346,rhythm,horn2
1342,1346,rhythm,piccolotrumpet1
1342,1346,rhythm,piccolotrumpet2
1342,1346,rhythm,timpani
1356,1360,rhythm,horn1
1356,1360,rhythm,horn2
1356,1360,rhythm,piccolotrumpet1
1356,1360,rhythm,piccolotrumpet2
1356,1360,rhythm,timpani
1370,1374,rhythm,horn1
1370,1374,rhythm,horn2
1370,1374,rhythm,piccolotrumpet1
1370,1374,rhythm,piccolotrumpet2
1370,1374,rhythm,timpani
1382,1392,mel+harm,oboe1
1382,1392,mel+harm,oboe2
1386,1392,mel+harm,bassoon1
1390,1402,mel,violin1
1390,1404,mel,violin2
1392,1396,rhythm,horn1
1392,1396,rhythm,horn2
1392,1396,rhythm,piccolotrumpet1
1392,1396,rhythm,piccolotrumpet2
1392,1396,rhythm,timpani
1392,1402,mel,viola
1392,1404,mel,violoncello
1392,1404,mel,doublebass
1402,1412,mel+harm,flute
1402,1412,mel+harm,oboe1
1406,1412,mel+harm,oboe2
1410,1414,rhythm,horn1
1410,1414,rhythm,horn2
1410,1414,rhythm,piccolotrumpet1
1410,1414,rhythm,piccolotrumpet2
1410,1414,rhythm,timpani
1410,1422,mel,violoncello
1410,1422,mel,doublebass
1412,1424,mel,violin1
1412,1422,mel,viola
1414,1424,mel,violin2
1422,1432,mel+harm,flute
1422,1432,mel+harm,oboe1
1426,1432,mel+harm,oboe2
1430,1442,mel,violin1
1430,1444,mel,violin2
1432,1436,rhythm,horn1
1432,1436,rhythm,horn2
1432,1436,rhythm,piccolotrumpet1
1432,1436,rhythm,piccolotrumpet2
1432,1442,mel,viola
1432,1444,mel,violoncello
1432,1444,mel,doublebass
1442,1464,mel+harm,flute
1442,1464,mel+harm,oboe1
1442,1458,harm,oboe2
1442,1464,harm,bassoon1
1454,1477,mel,violin1
1454,1464,mel,violin2
1456,1464,harm,bassoon2
1464,1490,harm,flute
1464,1490,harm,oboe1
1464,1477,rhythm,bassoon1
1464,1477,rhythm,bassoon2
1464,1477,rhythm,violin2
1464,1477,rhythm,viola
1464,1477,rhythm,violoncello
1464,1477,rhythm,doublebass
1466,1490,harm,oboe2
1478,1490,mel,bassoon1
1478,1490,mel,bassoon2
1478,1490,rhythm+harm,violin1
1478,1490,rhythm+harm,violin2
1478,1502,mel,viola
1478,1500,mel,violoncello
1478,1500,mel,doublebass
1490,1502,mel,violin1
1490,1502,mel,violin2
1492,1502,rhythm,flute
1492,1502,rhythm,oboe1
1492,1502,rhythm,oboe2
1492,1502,rhythm,bassoon1
1492,1502,rhythm,bassoon2
1500,1524,harm,violoncello
1500,1524,harm,doublebass
1502,1526,harm,bassoon1
1506,1526,harm,bassoon2
1510,1526,harm,horn1
1510,1526,harm,horn2
1514,1524,mel,violin1
1516,1526,harm,piccolotrumpet1
1516,1526,harm,piccolotrumpet2
1516,1526,rhythm,timpani
1516,1524,harm,violin2
1516,1526,harm,viola
1524,1640,mel,violin1
1524,1556,rhythm,violin2
1532,1548,harm,flute
1532,1548,harm,oboe1
1532,1548,harm,oboe2
1532,1548,harm,bassoon1
1532,1548,harm,bassoon2
1532,1548,harm,horn1
1532,1548,harm,horn2
1532,1554,rhythm+harm,piccolotrumpet1
1532,1554,rhythm+harm,piccolotrumpet2
1532,1554,rhythm+harm,timpani
1532,1548,harm,viola
1532,1548,harm,violoncello
1532,1548,harm,doublebass
1548,1554,rhythm+harm,flute
1548,1554,rhythm+harm,oboe1
1548,1554,rhythm+harm,oboe2
1548,1554,rhythm+harm,bassoon1
1548,1554,rhythm+harm,bassoon2
1548,1554,rhythm+harm,horn1
1548,1554,rhythm+harm,horn2
1548,1554,rhythm+harm,viola
1548,1554,rhythm+harm,violoncello
1548,1554,rhythm+harm,doublebass
1556,1590,rhythm+harm,horn1
1556,1590,rhythm+harm,horn2
1556,1590,rhythm+harm,piccolotrumpet1
1556,1590,rhythm+harm,piccolotrumpet2
1556,1590,mel,violin2
1558,1596,harm,flute
1558,1596,harm,oboe1
1558,1596,harm,oboe2
1558,1596,harm,bassoon1
1558,1596,harm,bassoon2
1559,1640,rhythm,viola
1559,1590,rhythm,violoncello
1559,1590,rhythm,doublebass
1596,1640,mel+harm,violin2
1596,1636,mel+harm,violoncello
1596,1636,mel+harm,doublebass
1630,1636,rhythm,flute
1630,1636,rhythm,oboe1
1630,1636,rhythm,oboe2
1630,1636,rhythm,bassoon1
1630,1636,rhythm,bassoon2
1636,1674,harm,flute
1636,1674,harm,oboe1
1636,1674,harm,oboe2
1636,1674,harm,bassoon1
1636,1674,harm,bassoon2
1636,1640,rhythm,horn1
1636,1640,rhythm,horn2
1636,1640,rhythm,piccolotrumpet1
1636,1640,rhythm,piccolotrumpet2
1636,1642,rhythm,timpani
1636,1674,mel,violoncello
1636,1674,mel,doublebass
1640,1668,harm,horn1
1640,1668,harm,horn2
1640,1668,harm,piccolotrumpet1
1640,1668,harm,piccolotrumpet2
1640,1674,mel,violin1
1640,1674,rhythm,violin2
1640,1674,rhythm,viola
1660,1674,rhythm,timpani
1668,1674,rhythm,horn1
1668,1674,rhythm,horn2
1668,1674,rhythm,piccolotrumpet1
1668,1674,rhythm,piccolotrumpet2
1674,1696,mel,flute
1674,1710,mel,violin1
1674,1710,mel,violin2
1676,1696,mel,oboe1
1676,1696,mel,oboe2
1676,1710,mel,bassoon1
1676,1710,mel,bassoon2
1676,1710,mel,viola
1676,1710,mel,violoncello
1676,1710,mel,doublebass
1678,1710,rhythm,horn1
1678,1710,rhythm,horn2
1678,1710,rhythm,piccolotrumpet1
1678,1710,rhythm,piccolotrumpet2
1680,1710,rhythm,timpani
1712,1760,rhythm,violin2
1712,1738,rhythm+harm,viola
1712,1738,rhythm+harm,violoncello
1712,1738,rhythm+harm,doublebass
1714,1728,mel,violin1
1721,1725,rhythm,oboe1
1721,1725,rhythm,oboe2
1725,1732,mel,bassoon1
1725,1732,mel,bassoon2
1726,1738,mel,flute
1738,1752,mel,violin1
1738,1760,mel+harm,viola
1738,1760,mel+harm,violoncello
1738,1760,mel+harm,doublebass
1749,1756,mel,flute
1749,1756,mel,oboe1
1749,1756,mel,oboe2
1750,1765,mel,bassoon1
1760,1792,harm,horn1
1760,1792,harm,horn2
1760,1786,rhythm,piccolotrumpet1
1760,1786,rhythm,piccolotrumpet2
1760,1786,rhythm,timpani
1760,1792,mel,violin1
1760,1792,mel,violin2
1760,1794,harm,viola
1760,1794,harm,violoncello
1760,1794,harm,doublebass
1765,1792,mel,flute
1769,1792,mel,oboe1
1792,1844,mel+harm,flute
1792,1844,mel+harm,oboe1
1792,1814,rhythm,horn1
1792,1814,rhythm,horn2
1792,1814,rhythm,piccolotrumpet1
1792,1814,rhythm,piccolotrumpet2
1792,1814,rhythm,timpani
1792,1872,mel,violin1
1792,1872,mel,violin2
1794,1844,mel+harm,bassoon1
1794,1844,mel+harm,bassoon2
1796,1872,mel,viola
1798,1844,mel+harm,oboe2
1798,1872,mel,violoncello
1798,1872,mel,doublebass
1826,1830,rhythm,horn1
1826,1830,rhythm,horn2
1826,1830,rhythm,piccolotrumpet1
1826,1830,rhythm,piccolotrumpet2
1826,1830,rhythm,timpani
1842,1846,rhythm,horn1
1842,1846,rhythm,horn2
1842,1846,rhythm,piccolotrumpet1
1842,1846,rhythm,piccolotrumpet2
1842,1846,rhythm,timpani
1844,1872,mel,bassoon1
1844,1872,mel,bassoon2
1846,1872,mel,flute
1846,1856,mel,oboe1
1846,1856,mel,oboe2
1854,1872,rhythm+harm,horn1
1854,1872,rhythm+harm,horn2
1854,1872,rhythm+harm,piccolotrumpet1
1854,1872,rhythm+harm,piccolotrumpet2
1854,1858,rhythm,timpani
1856,1872,rhythm+harm,oboe1
1856,1872,rhythm+harm,oboe2
1872,1878,mel,flute
1872,1878,mel,oboe1
1872,1878,mel,oboe2
1872,1908,rhythm,bassoon1
1872,1908,rhythm,bassoon2
1872,1878,rhythm,horn1
1872,1878,rhythm,horn2
1872,1878,rhythm,piccolotrumpet1
1872,1878,rhythm,piccolotrumpet2
1872,1936,rhythm,timpani
1872,1908,mel,violin1
1872,1876,mel,violin2
1872,1928,rhythm,viola
1872,1908,rhythm,violoncello
1872,1908,rhythm,doublebass
1876,1928,rhythm,violin2
1880,1936,rhythm+harm,flute
1880,1936,rhythm+harm,oboe1
1880,1936,rhythm+harm,oboe2
1880,1924,rhythm+harm,horn1
1880,1924,rhythm+harm,horn2
1880,1924,rhythm+harm,piccolotrumpet1
1880,1924,rhythm+harm,piccolotrumpet2
1908,1936,mel,bassoon1
1908,1936,mel,bassoon2
1908,1936,rhythm,violin1
1908,1936,mel,violoncello
1908,1936,mel,doublebass
1924,1936,rhythm,horn1
1924,1936,rhythm,horn2
1924,1936,rhythm,piccolotrumpet1
1924,1936,rhythm,piccolotrumpet2
1928,1952,mel+rhythm,violin2
1928,1936,mel,viola
1936,1962,mel,flute
1936,1962,mel,oboe1
1936,1962,mel,oboe2
