onset,offset,role,instrument
73,80,rhythm+harm,piccolotrumpet2
73,80,rhythm+harm,timpani
73,92,mel,violin1
73,92,mel,violin2
73,92,mel,viola
73,92,mel,violoncello
73,92,mel,doublebass
80,92,mel,flute
80,92,rhythm,oboe1
80,92,mel,oboe2
80,92,mel,bassoon1
80,92,mel,bassoon2
80,92,mel,horn1
80,92,mel,horn2
80,92,rhythm,piccolotrumpet1
80,92,rhythm,piccolotrumpet2
80,92,rhythm,timpani
92,120,mel,flute
92,120,mel,oboe1
92,97,rhythm,horn1
92,97,rhythm,horn2
92,144,mel,violin1
92,144,mel,violin2
100,107,harm,bassoon1
108,113,rhythm,bassoon1
108,113,rhythm,bassoon2
116,120,mel,bassoon1
120,136,rhythm+harm,flute
120,136,rhythm+harm,oboe1
120,136,rhythm+harm,bassoon1
136,144,harm,viola
136,144,harm,violoncello
144,152,mel,flute
144,152,mel,oboe1
144,149,rhythm,oboe2
144,149,rhythm,bassoon1
144,149,rhythm,bassoon2
144,149,rhythm+harm,horn1
144,149,rhythm+harm,horn2
144,149,rhythm+harm,piccolotrumpet1
144,149,rhythm+harm,piccolotrumpet2
144,149,rhythm+harm,timpani
144,149,mel,violin1
144,149,mel,violin2
144,149,mel,viola
144,149,mel,violoncello
144,149,mel,doublebass
151,184,mel,bassoon1
151,184,mel,bassoon2
151,184,mel,violin1
151,184,mel,violin2
151,184,mel,violoncello
152,184,harm,flute
152,184,harm,oboe1
152,184,harm,oboe2
152,184,rhythm,horn1
152,184,rhythm,horn2
152,184,rhythm,piccolotrumpet1
152,184,rhythm,piccolotrumpet2
152,184,rhythm,timpani
152,184,rhythm,viola
152,184,rhythm,doublebass
184,193,mel,flute
184,193,mel,oboe1
184,193,rhythm+harm,oboe2
184,193,rhythm+harm,bassoon1
184,193,rhythm+harm,bassoon2
184,193,rhythm+harm,horn1
184,193,rhythm+harm,horn2
184,190,rhythm+harm,piccolotrumpet1
184,190,rhythm+harm,piccolotrumpet2
184,193,mel+rhythm,violin1
184,193,rhythm+harm,violin2
184,193,rhythm+harm,viola
184,193,rhythm+harm,violoncello
184,193,rhythm+harm,doublebass
192,208,rhythm,piccolotrumpet1
192,208,rhythm,piccolotrumpet2
193,217,rhythm+harm,flute
193,217,rhythm+harm,oboe1
193,217,rhythm+harm,oboe2
193,217,rhythm+harm,bassoon1
193,217,rhythm+harm,bassoon2
193,217,rhythm+harm,horn1
193,217,rhythm+harm,horn2
193,217,mel,violin2
193,217,mel,viola
195,217,mel+rhythm+harm,violin1
195,208,rhythm,violoncello
195,208,rhythm,doublebass
208,217,rhythm+harm,piccolotrumpet1
208,217,rhythm+harm,piccolotrumpet2
208,217,rhythm+harm,violoncello
208,217,rhythm+harm,doublebass
220,316,mel,violin1
220,304,rhythm,violin2
228,233,mel+harm,viola
228,233,mel+harm,violoncello
228,233,mel+harm,doublebass
236,241,rhythm+harm,viola
236,241,rhythm+harm,violoncello
236,241,rhythm+harm,doublebass
244,281,mel,bassoon1
252,257,mel+harm,viola
252,257,mel+harm,violoncello
252,257,mel+harm,doublebass
260,280,rhythm+harm,viola
260,280,rhythm+harm,violoncello
260,280,rhythm+harm,doublebass
267,281,mel,flute
280,288,mel,viola
280,288,mel,violoncello
280,288,mel,doublebass
288,296,rhythm+harm,viola
288,296,rhythm+harm,violoncello
288,296,rhythm+harm,doublebass
296,304,mel,viola
296,304,mel,violoncello
296,304,mel,doublebass
304,316,rhythm+harm,violin2
304,316,rhythm+harm,viola
304,316,rhythm+harm,violoncello
304,316,rhythm+harm,doublebass
320,344,mel,flute
320,344,harm,oboe1
320,344,harm,oboe2
320,344,mel,bassoon1
320,344,harm,bassoon2
320,336,rhythm,horn1
320,336,rhythm,horn2
320,336,rhythm,piccolotrumpet1
320,336,rhythm,piccolotrumpet2
320,344,rhythm,timpani
320,336,mel,violin1
320,352,rhythm,violin2
320,364,rhythm,viola
320,352,rhythm,violoncello
320,364,rhythm,doublebass
336,344,mel,horn1
336,344,mel,horn2
336,344,mel,piccolotrumpet1
336,344,mel,piccolotrumpet2
336,344,rhythm,violin1
344,352,mel,flute
344,352,mel,oboe1
344,352,mel,oboe2
344,364,mel,bassoon1
344,364,mel,bassoon2
344,364,rhythm,horn1
344,364,rhythm,horn2
344,364,rhythm,piccolotrumpet1
344,364,rhythm,piccolotrumpet2
344,372,mel,violin1
352,364,harm,flute
352,364,harm,oboe1
352,364,harm,oboe2
352,381,rhythm,timpani
352,364,mel,violin2
352,364,mel,violoncello
364,372,rhythm+harm,flute
364,372,rhythm+harm,oboe1
364,372,rhythm+harm,oboe2
364,372,rhythm+harm,bassoon1
364,372,rhythm+harm,bassoon2
364,372,rhythm+harm,horn1
364,372,rhythm+harm,horn2
364,372,rhythm+harm,piccolotrumpet1
364,372,rhythm+harm,piccolotrumpet2
364,372,rhythm+harm,violin2
364,372,rhythm+harm,viola
364,372,rhythm+harm,violoncello
364,372,rhythm+harm,doublebass
372,393,mel,flute
372,384,harm,oboe1
372,384,mel,oboe2
372,384,mel,bassoon1
372,384,mel,bassoon2
372,393,rhythm,horn1
372,393,rhythm,horn2
372,393,rhythm,piccolotrumpet1
372,393,rhythm,piccolotrumpet2
372,384,rhythm,violin1
372,384,mel,violin2
372,384,mel,viola
372,384,mel,violoncello
372,384,mel,doublebass
384,393,mel,oboe1
384,393,harm,oboe2
384,393,mel+rhythm,bassoon1
384,393,mel+rhythm,bassoon2
384,397,mel+rhythm,violin1
384,393,mel+rhythm,violin2
384,393,mel+rhythm,viola
384,393,mel+rhythm,violoncello
384,393,mel+rhythm,doublebass
400,441,mel,violin1
400,441,mel,violin2
400,425,rhythm+harm,viola
400,425,rhythm,violoncello
400,425,rhythm+harm,doublebass
408,425,harm,oboe1
408,425,harm,oboe2
417,441,mel,bassoon1
430,441,rhythm+harm,oboe1
430,441,rhythm+harm,oboe2
430,441,rhythm+harm,viola
430,441,rhythm+harm,violoncello
430,441,rhythm+harm,doublebass
432,441,mel,flute
441,449,rhythm,flute
441,449,mel,oboe1
441,449,mel,oboe2
441,449,mel,bassoon1
441,449,mel,bassoon2
441,465,rhythm,horn1
441,465,rhythm,horn2
441,465,rhythm,piccolotrumpet1
441,465,rhythm,piccolotrumpet2
441,449,mel+rhythm,violin1
441,449,rhythm,violin2
441,449,mel,viola
441,449,mel,violoncello
441,449,mel,doublebass
449,453,mel,flute
449,453,mel,oboe1
449,453,mel,oboe2
449,453,rhythm,bassoon1
449,453,rhythm,bassoon2
449,453,mel,violin1
449,453,mel,violin2
449,453,rhythm,viola
449,453,rhythm,violoncello
449,453,rhythm,doublebass
453,461,rhythm,flute
453,461,mel,oboe1
453,461,mel,oboe2
453,461,mel,bassoon1
453,461,mel,bassoon2
453,461,mel+rhythm,violin1
453,461,rhythm,violin2
453,461,mel,viola
453,461,mel,violoncello
453,461,mel,doublebass
461,465,mel,flute
461,465,mel,oboe1
461,465,mel,oboe2
461,465,rhythm,bassoon1
461,465,rhythm,bassoon2
461,465,mel,violin1
461,465,mel,violin2
461,465,rhythm,viola
461,465,rhythm,violoncello
461,465,rhythm,doublebass
464,480,rhythm,timpani
465,480,mel,violin1
465,480,rhythm+harm,violin2
465,480,rhythm+harm,viola
465,480,rhythm+harm,violoncello
465,480,rhythm+harm,doublebass
466,480,rhythm+harm,flute
466,480,rhythm+harm,oboe1
466,480,rhythm+harm,oboe2
466,480,rhythm+harm,bassoon1
466,480,rhythm+harm,bassoon2
466,480,rhythm+harm,horn1
466,480,rhythm+harm,horn2
466,480,rhythm+harm,piccolotrumpet1
466,480,rhythm+harm,piccolotrumpet2
480,485,mel,flute
480,485,mel,oboe1
480,485,mel,oboe2
480,485,mel,bassoon1
480,485,mel,bassoon2
480,485,rhythm+harm,horn1
480,485,rhythm+harm,horn2
480,485,rhythm+harm,piccolotrumpet1
480,485,rhythm+harm,piccolotrumpet2
480,485,rhythm+harm,timpani
480,485,mel,violin1
480,485,mel,violin2
480,485,mel,viola
480,485,mel,violoncello
480,485,mel,doublebass
487,496,mel,violin1
488,496,harm,violin2
488,496,harm,viola
488,496,harm,violoncello
496,501,mel,flute
496,501,mel,oboe1
496,501,mel,oboe2
496,501,mel,bassoon1
496,501,mel,bassoon2
496,501,rhythm+harm,horn1
496,501,rhythm+harm,horn2
496,501,rhythm+harm,piccolotrumpet1
496,501,rhythm+harm,piccolotrumpet2
496,501,rhythm+harm,timpani
496,501,mel,violin1
496,501,mel,violin2
496,501,mel,viola
496,501,mel,violoncello
496,501,mel,doublebass
503,512,mel,violin1
504,512,harm,violin2
504,512,harm,viola
504,512,harm,violoncello
512,545,rhythm+harm,flute
512,545,rhythm+harm,oboe1
512,545,rhythm+harm,oboe2
512,545,rhythm+harm,bassoon1
512,545,rhythm+harm,bassoon2
512,545,rhythm+harm,horn1
512,545,rhythm+harm,horn2
512,545,rhythm+harm,piccolotrumpet1
512,545,rhythm+harm,piccolotrumpet2
512,536,rhythm,timpani
512,545,mel+rhythm+harm,violin1
512,545,mel,violin2
512,545,mel,viola
512,536,rhythm,violoncello
512,536,rhythm,doublebass
536,545,rhythm+harm,timpani
536,545,rhythm+harm,violoncello
536,545,rhythm+harm,doublebass
545,553,mel+rhythm,flute
545,553,mel+rhythm,oboe1
545,553,mel+rhythm,oboe2
545,553,mel+rhythm,bassoon1
545,553,mel+rhythm,bassoon2
545,553,mel+rhythm,horn1
545,553,mel+rhythm,horn2
545,553,mel,piccolotrumpet1
545,553,mel,piccolotrumpet2
545,553,rhythm,timpani
545,553,mel+rhythm,violin1
545,553,mel+rhythm,violin2
545,553,mel+rhythm,viola
545,553,mel+rhythm,violoncello
545,553,mel+rhythm,doublebass
553,560,rhythm+harm,flute
553,560,rhythm+harm,oboe1
553,560,rhythm+harm,oboe2
553,560,rhythm+harm,bassoon1
553,560,rhythm+harm,bassoon2
553,560,rhythm+harm,horn1
553,560,rhythm+harm,horn2
553,560,rhythm+harm,piccolotrumpet1
553,560,rhythm+harm,piccolotrumpet2
553,560,rhythm+harm,timpani
553,572,mel,violin1
553,572,mel,violin2
553,572,mel,viola
553,572,mel,violoncello
553,572,mel,doublebass
560,572,mel,flute
560,572,rhythm,oboe1
560,572,mel,oboe2
560,572,mel,bassoon1
560,572,mel,bassoon2
560,572,mel,horn1
560,572,mel,horn2
560,572,rhythm,piccolotrumpet1
560,572,rhythm,piccolotrumpet2
560,572,rhythm,timpani
572,600,mel,flute
572,600,mel,oboe1
572,577,rhythm,horn1
572,577,rhythm,horn2
572,624,mel,violin1
572,624,mel,violin2
580,587,harm,bassoon1
588,593,rhythm,bassoon1
588,593,rhythm,bassoon2
596,600,mel,bassoon1
600,616,rhythm+harm,flute
600,616,rhythm+harm,oboe1
600,616,rhythm+harm,bassoon1
616,624,harm,viola
616,624,harm,violoncello
624,632,mel,flute
624,632,mel,oboe1
624,629,rhythm,oboe2
624,629,rhythm,bassoon1
624,629,rhythm,bassoon2
624,629,rhythm+harm,horn1
624,629,rhythm+harm,horn2
624,629,rhythm+harm,piccolotrumpet1
624,629,rhythm+harm,piccolotrumpet2
624,629,rhythm+harm,timpani
624,629,mel,violin1
624,629,mel,violin2
624,629,mel,viola
624,629,mel,violoncello
624,629,mel,doublebass
631,664,mel,bassoon1
631,664,mel,bassoon2
631,664,mel,violin1
631,664,mel,violin2
631,664,mel,violoncello
632,664,harm,flute
632,664,harm,oboe1
632,664,harm,oboe2
632,664,rhythm,horn1
632,664,rhythm,horn2
632,664,rhythm,piccolotrumpet1
632,664,rhythm,piccolotrumpet2
632,664,rhythm,timpani
632,664,rhythm,viola
632,664,rhythm,doublebass
664,673,mel,flute
664,673,mel,oboe1
664,673,rhythm+harm,oboe2
664,673,rhythm+harm,bassoon1
664,673,rhythm+harm,bassoon2
664,673,rhythm+harm,horn1
664,673,rhythm+harm,horn2
664,670,rhythm+harm,piccolotrumpet1
664,670,rhythm+harm,piccolotrumpet2
664,673,mel+rhythm,violin1
664,673,rhythm+harm,violin2
664,673,rhythm+harm,viola
664,673,rhythm+harm,violoncello
664,673,rhythm+harm,doublebass
672,688,rhythm,piccolotrumpet1
672,688,rhythm,piccolotrumpet2
673,697,rhythm+harm,flute
673,697,rhythm+harm,oboe1
673,697,rhythm+harm,oboe2
673,697,rhythm+harm,bassoon1
673,697,rhythm+harm,bassoon2
673,697,rhythm+harm,horn1
673,697,rhythm+harm,horn2
673,697,mel,violin2
673,697,mel,viola
675,697,mel+rhythm+harm,violin1
675,688,rhythm,violoncello
675,688,rhythm,doublebass
688,697,rhythm+harm,piccolotrumpet1
688,697,rhythm+harm,piccolotrumpet2
688,697,rhythm+harm,violoncello
688,697,rhythm+harm,doublebass
700,796,mel,violin1
700,784,rhythm,violin2
708,713,mel+harm,viola
708,713,mel+harm,violoncello
708,713,mel+harm,doublebass
716,721,rhythm+harm,viola
716,721,rhythm+harm,violoncello
716,721,rhythm+harm,doublebass
724,761,mel,bassoon1
732,737,mel+harm,viola
732,737,mel+harm,violoncello
732,737,mel+harm,doublebass
740,760,rhythm+harm,viola
740,760,rhythm+harm,violoncello
740,760,rhythm+harm,doublebass
747,761,mel,flute
760,768,mel,viola
760,768,mel,violoncello
760,768,mel,doublebass
768,776,rhythm+harm,viola
768,776,rhythm+harm,violoncello
768,776,rhythm+harm,doublebass
776,784,mel,viola
776,784,mel,violoncello
776,784,mel,doublebass
784,796,rhythm+harm,violin2
784,796,rhythm+harm,viola
784,796,rhythm+harm,violoncello
784,796,rhythm+harm,doublebass
800,824,mel,flute
800,824,harm,oboe1
800,824,harm,oboe2
800,824,mel,bassoon1
800,824,harm,bassoon2
800,816,rhythm,horn1
800,816,rhythm,horn2
800,816,rhythm,piccolotrumpet1
800,816,rhythm,piccolotrumpet2
800,824,rhythm,timpani
800,816,mel,violin1
800,832,rhythm,violin2
800,844,rhythm,viola
800,832,rhythm,violoncello
800,844,rhythm,doublebass
816,824,mel,horn1
816,824,mel,horn2
816,824,mel,piccolotrumpet1
816,824,mel,piccolotrumpet2
816,824,rhythm,violin1
824,832,mel,flute
824,832,mel,oboe1
824,832,mel,oboe2
824,844,mel,bassoon1
824,844,mel,bassoon2
824,844,rhythm,horn1
824,844,rhythm,horn2
824,844,rhythm,piccolotrumpet1
824,844,rhythm,piccolotrumpet2
824,852,mel,violin1
832,844,harm,flute
832,844,harm,oboe1
832,844,harm,oboe2
832,861,rhythm,timpani
832,844,mel,violin2
832,844,mel,violoncello
844,852,rhythm+harm,flute
844,852,rhythm+harm,oboe1
844,852,rhythm+harm,oboe2
844,852,rhythm+harm,bassoon1
844,852,rhythm+harm,bassoon2
844,852,rhythm+harm,horn1
844,852,rhythm+harm,horn2
844,852,rhythm+harm,piccolotrumpet1
844,852,rhythm+harm,piccolotrumpet2
844,852,rhythm+harm,violin2
844,852,rhythm+harm,viola
844,852,rhythm+harm,violoncello
844,852,rhythm+harm,doublebass
852,873,mel,flute
852,864,harm,oboe1
852,864,mel,oboe2
852,864,mel,bassoon1
852,864,mel,bassoon2
852,873,rhythm,horn1
852,873,rhythm,horn2
852,873,rhythm,piccolotrumpet1
852,873,rhythm,piccolotrumpet2
852,864,rhythm,violin1
852,864,mel,violin2
852,864,mel,viola
852,864,mel,violoncello
852,864,mel,doublebass
864,873,mel,oboe1
864,873,harm,oboe2
864,873,mel+rhythm,bassoon1
864,873,mel+rhythm,bassoon2
864,877,mel+rhythm,violin1
864,873,mel+rhythm,violin2
864,873,mel+rhythm,viola
864,873,mel+rhythm,violoncello
864,873,mel+rhythm,doublebass
880,921,mel,violin1
880,921,mel,violin2
880,905,rhythm+harm,viola
880,905,rhythm,violoncello
880,905,rhythm+harm,doublebass
888,905,harm,oboe1
888,905,harm,oboe2
897,921,mel,bassoon1
910,921,rhythm+harm,oboe1
910,921,rhythm+harm,oboe2
910,921,rhythm+harm,viola
910,921,rhythm+harm,violoncello
910,921,rhythm+harm,doublebass
912,921,mel,flute
921,929,rhythm,flute
921,929,mel,oboe1
921,929,mel,oboe2
921,929,mel,bassoon1
921,929,mel,bassoon2
921,945,rhythm,horn1
921,945,rhythm,horn2
921,945,rhythm,piccolotrumpet1
921,945,rhythm,piccolotrumpet2
921,929,mel+rhythm,violin1
921,929,rhythm,violin2
921,929,mel,viola
921,929,mel,violoncello
921,929,mel,doublebass
929,933,mel,flute
929,933,mel,oboe1
929,933,mel,oboe2
929,933,rhythm,bassoon1
929,933,rhythm,bassoon2
929,933,mel,violin1
929,933,mel,violin2
929,933,rhythm,viola
929,933,rhythm,violoncello
929,933,rhythm,doublebass
933,941,rhythm,flute
933,941,mel,oboe1
933,941,mel,oboe2
933,941,mel,bassoon1
933,941,mel,bassoon2
933,941,mel+rhythm,violin1
933,941,rhythm,violin2
933,941,mel,viola
933,941,mel,violoncello
933,941,mel,doublebass
941,945,mel,flute
941,945,mel,oboe1
941,945,mel,oboe2
941,945,rhythm,bassoon1
941,945,rhythm,bassoon2
941,945,mel,violin1
941,945,mel,violin2
941,945,rhythm,viola
941,945,rhythm,violoncello
941,945,rhythm,doublebass
944,960,rhythm,timpani
945,960,mel,violin1
945,960,rhythm+harm,violin2
945,960,rhythm+harm,viola
945,960,rhythm+harm,violoncello
945,960,rhythm+harm,doublebass
946,960,rhythm+harm,flute
946,960,rhythm+harm,oboe1
946,960,rhythm+harm,oboe2
946,960,rhythm+harm,bassoon1
946,960,rhythm+harm,bassoon2
946,960,rhythm+harm,horn1
946,960,rhythm+harm,horn2
946,960,rhythm+harm,piccolotrumpet1
946,960,rhythm+harm,piccolotrumpet2
960,969,mel,flute
960,969,mel,oboe1
960,969,mel,oboe2
960,969,mel,bassoon1
960,969,mel,bassoon2
968,1001,mel,violin1
968,1001,mel,violin2
968,996,rhythm+harm,viola
968,996,rhythm,violoncello
968,996,rhythm+harm,doublebass
976,996,harm,flute
976,996,harm,oboe1
998,1012,rhythm+harm,viola
998,1012,rhythm+harm,violoncello
998,1012,rhythm+harm,doublebass
1000,1009,mel,oboe1
1000,1009,mel,bassoon1
1008,1065,mel,violin1
1008,1065,mel,violin2
1009,1029,rhythm,flute
1009,1034,rhythm,oboe1
1009,1034,rhythm,oboe2
1012,1034,rhythm,bassoon1
1012,1034,rhythm,bassoon2
1012,1072,mel,viola
1012,1072,mel,violoncello
1012,1072,mel,doublebass
1034,1057,harm,oboe1
1034,1057,harm,oboe2
1034,1057,harm,bassoon1
1034,1057,harm,bassoon2
1036,1049,harm,flute
1049,1065,mel,flute
1059,1065,mel,oboe1
1059,1065,mel,oboe2
1059,1065,mel,bassoon1
1059,1065,mel,bassoon2
1065,1089,rhythm+harm,flute
1065,1089,rhythm+harm,oboe1
1065,1089,rhythm+harm,oboe2
1065,1089,rhythm+harm,bassoon1
1065,1089,rhythm+harm,bassoon2
1065,1072,rhythm+harm,violin1
1065,1072,rhythm+harm,violin2
1072,1080,mel,violin1
1072,1080,mel,violin2
1072,1080,rhythm+harm,viola
1072,1080,rhythm+harm,violoncello
1072,1080,rhythm+harm,doublebass
1080,1084,rhythm+harm,violin1
1080,1084,rhythm+harm,violin2
1080,1084,mel,viola
1080,1084,mel,violoncello
1080,1084,mel,doublebass
1084,1097,mel,violin1
1084,1089,mel,violin2
1084,1097,rhythm+harm,viola
1084,1089,rhythm+harm,violoncello
1084,1089,rhythm+harm,doublebass
1090,1097,rhythm+harm,violin2
1096,1105,mel,oboe1
1098,1105,rhythm+harm,flute
1098,1105,rhythm,oboe2
1098,1105,rhythm,bassoon1
1104,1120,mel,violin1
1104,1117,harm,violin2
1104,1117,harm,viola
1104,1117,harm,violoncello
1120,1136,mel,bassoon1
1120,1136,mel,bassoon2
1120,1127,harm,horn1
1120,1127,harm,horn2
1120,1125,mel,violin1
1120,1125,mel,violin2
1120,1125,mel,viola
1120,1125,mel,violoncello
1120,1125,mel,doublebass
1127,1136,mel,violin1
1127,1136,mel,violin2
1136,1144,mel,flute
1136,1152,mel,oboe2
1136,1161,harm,bassoon1
1136,1157,mel,violin1
1136,1157,mel,violin2
1136,1157,mel,viola
1136,1157,mel,violoncello
1136,1157,mel,doublebass
1144,1152,harm,flute
1144,1152,mel,oboe1
1152,1161,mel,flute
1152,1161,mel,oboe1
1152,1161,harm,oboe2
1160,1201,rhythm+harm,horn1
1160,1201,rhythm+harm,horn2
1160,1201,rhythm+harm,piccolotrumpet1
1160,1201,rhythm+harm,piccolotrumpet2
1160,1164,rhythm+harm,timpani
1160,1193,mel,violin1
1160,1193,mel,violin2
1160,1193,rhythm+harm,viola
1160,1193,rhythm+harm,violoncello
1160,1193,rhythm+harm,doublebass
1161,1201,rhythm+harm,flute
1161,1201,rhythm+harm,oboe1
1161,1201,rhythm+harm,oboe2
1161,1193,rhythm+harm,bassoon1
1161,1193,rhythm+harm,bassoon2
1184,1201,rhythm+harm,timpani
1193,1201,mel,bassoon1
1193,1201,mel,bassoon2
1193,1200,mel+rhythm+harm,violin1
1193,1201,mel+rhythm+harm,violin2
1193,1201,mel,viola
1193,1201,mel,violoncello
1193,1201,mel,doublebass
1200,1209,mel,violin1
1202,1209,rhythm,violin2
1202,1209,rhythm,viola
1208,1217,mel,flute
1208,1232,harm,horn1
1208,1232,harm,horn2
1210,1217,rhythm+harm,oboe1
1210,1217,rhythm,oboe2
1210,1216,rhythm,bassoon1
1216,1232,mel,bassoon1
1216,1232,rhythm+harm,piccolotrumpet1
1216,1232,rhythm+harm,piccolotrumpet2
1216,1232,rhythm+harm,timpani
1218,1232,mel,oboe1
1227,1232,mel,flute
1227,1232,mel,bassoon2
1227,1232,mel,violin1
1227,1232,mel,violin2
1227,1232,mel,viola
1227,1232,mel,violoncello
1232,1237,mel,flute
1232,1237,mel,oboe1
1232,1237,mel,oboe2
1232,1237,mel,bassoon1
1232,1237,mel,bassoon2
1232,1237,rhythm+harm,horn1
1232,1237,rhythm+harm,horn2
1232,1237,rhythm+harm,piccolotrumpet1
1232,1237,rhythm+harm,piccolotrumpet2
1232,1237,rhythm+harm,timpani
1232,1237,mel,violin1
1232,1237,mel,violin2
1232,1237,mel,viola
1232,1237,mel,violoncello
1232,1237,mel,doublebass
1239,1248,mel,violin1
1240,1248,harm,violin2
1240,1248,harm,viola
1240,1248,harm,violoncello
1248,1253,mel,flute
1248,1253,mel,oboe1
1248,1253,mel,oboe2
1248,1253,mel,bassoon1
1248,1253,mel,bassoon2
1248,1253,rhythm+harm,horn1
1248,1253,rhythm+harm,horn2
1248,1253,rhythm+harm,piccolotrumpet1
1248,1253,rhythm+harm,piccolotrumpet2
1248,1253,rhythm+harm,timpani
1248,1253,mel,violin1
1248,1253,mel,violin2
1248,1253,mel,viola
1248,1253,mel,violoncello
1248,1253,mel,doublebass
1255,1264,mel,violin1
1256,1264,harm,violin2
1256,1264,harm,viola
1256,1264,harm,violoncello
1264,1296,rhythm+harm,flute
1264,1296,rhythm+harm,oboe1
1264,1296,rhythm+harm,oboe2
1264,1296,rhythm+harm,bassoon1
1264,1296,rhythm+harm,bassoon2
1264,1296,rhythm+harm,horn1
1264,1296,rhythm+harm,horn2
1264,1296,rhythm+harm,piccolotrumpet1
1264,1296,rhythm+harm,piccolotrumpet2
1264,1288,rhythm,timpani
1288,1296,rhythm+harm,timpani
1264,1296,mel+rhythm+harm,violin1
1264,1296,mel,violin2
1264,1296,mel,viola
1264,1288,rhythm,violoncello
1264,1288,rhythm,doublebass
1288,1296,rhythm+harm,violoncello
1288,1296,rhythm+harm,doublebass
1296,1304,mel+rhythm,flute
1296,1304,mel+rhythm,oboe1
1296,1304,mel+rhythm,oboe2
1296,1304,mel+rhythm,bassoon1
1296,1304,mel+rhythm,bassoon2
1296,1304,mel+rhythm,horn1
1296,1304,mel+rhythm,horn2
1296,1304,mel,piccolotrumpet1
1296,1304,mel,piccolotrumpet2
1296,1304,rhythm,timpani
1296,1304,mel+rhythm,violin1
1296,1304,mel+rhythm,violin2
1296,1304,mel+rhythm,viola
1296,1304,mel+rhythm,violoncello
1296,1304,mel+rhythm,doublebass
1304,1312,rhythm+harm,flute
1304,1312,rhythm+harm,oboe1
1304,1312,rhythm+harm,oboe2
1304,1312,rhythm+harm,bassoon1
1304,1312,rhythm+harm,bassoon2
1304,1312,rhythm+harm,horn1
1304,1312,rhythm+harm,horn2
1304,1312,rhythm+harm,piccolotrumpet1
1304,1312,rhythm+harm,piccolotrumpet2
1304,1312,rhythm+harm,timpani
1304,1324,mel,violin1
1304,1324,mel,violin2
1304,1324,mel,viola
1304,1324,mel,violoncello
1304,1324,mel,doublebass
1312,1324,mel,flute
1312,1324,rhythm,oboe1
1312,1324,mel,oboe2
1312,1324,mel,bassoon1
1312,1324,mel,bassoon2
1312,1324,mel,horn1
1312,1324,mel,horn2
1312,1324,rhythm,piccolotrumpet1
1312,1324,rhythm,piccolotrumpet2
1312,1324,rhythm,timpani
1324,1355,mel,flute
1324,1355,mel,oboe1
1324,1329,rhythm,bassoon1
1324,1329,rhythm,bassoon2
1324,1376,mel,violin1
1324,1376,mel,violin2
1332,1339,harm,bassoon1
1340,1355,mel,bassoon1
1340,1355,mel,bassoon2
1340,1345,mel,viola
1340,1345,rhythm,violoncello
1356,1369,rhythm,flute
1356,1370,rhythm,oboe1
1356,1369,rhythm,oboe2
1356,1369,rhythm,viola
1360,1372,rhythm,bassoon1
1360,1365,rhythm,violoncello
1369,1376,mel,viola
1369,1376,mel,violoncello
1370,1376,harm,oboe1
1372,1384,mel,flute
