onset,Unnamed: 0,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure,instrument
909.0,152,910.5,76,F-5,1.5,0,304,1.0,trumpet1
910.5,153,911.0,76,F-5,0.5,0,304,2.5,trumpet1
911.0,154,912.0,76,F-5,1.0,0,304,3.0,trumpet1
912.0,155,913.5,76,F-5,1.5,0,305,1.0,trumpet1
913.5,156,914.0,76,F-5,0.5,0,305,2.5,trumpet1
914.0,157,915.0,76,F-5,1.0,0,305,3.0,trumpet1
915.0,158,916.5,76,F-5,1.5,0,306,1.0,trumpet1
916.5,159,917.0,76,F-5,0.5,0,306,2.5,trumpet1
917.0,160,918.0,76,F-5,1.0,0,306,3.0,trumpet1
918.0,161,919.5,76,F-5,1.5,0,307,1.0,trumpet1
919.5,162,920.0,76,F-5,0.5,0,307,2.5,trumpet1
920.0,163,921.0,76,F-5,1.0,0,307,3.0,trumpet1
921.0,164,922.5,76,F-5,1.5,0,308,1.0,trumpet1
922.5,165,923.0,76,F-5,0.5,0,308,2.5,trumpet1
923.0,166,924.0,76,F-5,1.0,0,308,3.0,trumpet1
924.0,167,925.5,76,F-5,1.5,0,309,1.0,trumpet1
925.5,168,926.0,76,F-5,0.5,0,309,2.5,trumpet1
926.0,169,927.0,76,F-5,1.0,0,309,3.0,trumpet1
927.0,170,928.5,71,C-5,1.5,0,310,1.0,trumpet1
928.5,171,929.0,71,C-5,0.5,0,310,2.5,trumpet1
929.0,172,930.0,71,C-5,1.0,0,310,3.0,trumpet1
930.0,173,932.0,78,G-5,2.0,0,311,1.0,trumpet1
932.0,174,933.0,76,F-5,1.0,0,311,3.0,trumpet1
933.0,175,937.0,76,F-5,4.0,0,312,1.0,trumpet1
1032.0,176,1033.5,76,F-5,1.5,0,345,1.0,trumpet1
1033.5,177,1034.0,76,F-5,0.5,0,345,2.5,trumpet1
1034.0,178,1034.5,76,F-5,0.5,0,345,3.0,trumpet1
1035.0,179,1036.5,76,F-5,1.5,0,346,1.0,trumpet1
1036.5,180,1037.0,76,F-5,0.5,0,346,2.5,trumpet1
1037.0,181,1037.5,76,F-5,0.5,0,346,3.0,trumpet1
1038.0,182,1042.5,76,F-5,4.5,0,347,1.0,trumpet1
1042.5,183,1043.0,76,F-5,0.5,0,348,2.5,trumpet1
1043.0,184,1043.5,76,F-5,0.5,0,348,3.0,trumpet1
1044.0,185,1045.5,76,F-5,1.5,0,349,1.0,trumpet1
1045.5,186,1046.0,76,F-5,0.5,0,349,2.5,trumpet1
1046.0,187,1046.5,76,F-5,0.5,0,349,3.0,trumpet1
1047.0,188,1048.5,71,C-5,1.5,0,350,1.0,trumpet1
1048.5,189,1049.0,71,C-5,0.5,0,350,2.5,trumpet1
1049.0,190,1049.5,71,C-5,0.5,0,350,3.0,trumpet1
1050.0,191,1051.5,76,F-5,1.5,0,351,1.0,trumpet1
1051.5,192,1052.0,76,F-5,0.5,0,351,2.5,trumpet1
1052.0,193,1053.0,76,F-5,1.0,0,351,3.0,trumpet1
1053.0,194,1054.5,76,F-5,1.5,0,352,1.0,trumpet1
1054.5,195,1055.0,76,F-5,0.5,0,352,2.5,trumpet1
1055.0,196,1056.0,76,F-5,1.0,0,352,3.0,trumpet1
1056.0,197,1057.5,76,F-5,1.5,0,353,1.0,trumpet1
1057.5,198,1058.0,76,F-5,0.5,0,353,2.5,trumpet1
1058.0,199,1059.0,76,F-5,1.0,0,353,3.0,trumpet1
1059.0,200,1060.5,76,F-5,1.5,0,354,1.0,trumpet1
1060.5,201,1061.0,76,F-5,0.5,0,354,2.5,trumpet1
1061.0,202,1062.0,76,F-5,1.0,0,354,3.0,trumpet1
1062.0,203,1063.5,76,F-5,1.5,0,355,1.0,trumpet1
1063.5,204,1064.0,76,F-5,0.5,0,355,2.5,trumpet1
1064.0,205,1065.0,76,F-5,1.0,0,355,3.0,trumpet1
1065.0,206,1066.5,76,F-5,1.5,0,356,1.0,trumpet1
1066.5,207,1067.0,76,F-5,0.5,0,356,2.5,trumpet1
1067.0,208,1068.0,76,F-5,1.0,0,356,3.0,trumpet1
1068.0,209,1069.5,71,C-5,1.5,0,357,1.0,trumpet1
1069.5,210,1070.0,71,C-5,0.5,0,357,2.5,trumpet1
1070.0,211,1071.0,71,C-5,1.0,0,357,3.0,trumpet1
1071.0,212,1073.0,78,G-5,2.0,0,358,1.0,trumpet1
1073.0,213,1074.0,76,F-5,1.0,0,358,3.0,trumpet1
1074.0,214,1078.0,76,F-5,4.0,0,359,1.0,trumpet1
1251.0,215,1252.0,76,G---5,1.0,0,418,1.0,trumpet1
1253.0,216,1254.0,76,G---5,1.0,0,418,3.0,trumpet1
1255.0,217,1255.5,76,G---5,0.5,0,419,2.0,trumpet1
1255.5,218,1256.0,76,G---5,0.5,0,419,2.5,trumpet1
1256.0,219,1257.0,76,G---5,1.0,0,419,3.0,trumpet1
1257.0,220,1258.0,76,G---5,1.0,0,420,1.0,trumpet1
1259.0,221,1260.0,76,G---5,1.0,0,420,3.0,trumpet1
1261.0,222,1261.5,76,G---5,0.5,0,421,2.0,trumpet1
1261.5,223,1262.0,76,G---5,0.5,0,421,2.5,trumpet1
1262.0,224,1263.0,76,G---5,1.0,0,421,3.0,trumpet1
1263.0,225,1264.0,76,G---5,1.0,0,422,1.0,trumpet1
1265.0,226,1266.0,76,G---5,1.0,0,422,3.0,trumpet1
1267.0,227,1267.5,76,G---5,0.5,0,423,2.0,trumpet1
1267.5,228,1268.0,76,G---5,0.5,0,423,2.5,trumpet1
1268.0,229,1269.0,76,G---5,1.0,0,423,3.0,trumpet1
1269.0,230,1270.0,76,G---5,1.0,0,424,1.0,trumpet1
1271.0,231,1272.0,76,G---5,1.0,0,424,3.0,trumpet1
1272.0,232,1272.5,76,G---5,0.5,0,425,1.0,trumpet1
1272.5,233,1273.0,76,G---5,0.5,0,425,1.5,trumpet1
1273.0,234,1274.0,76,G---5,1.0,0,425,2.0,trumpet1
1274.0,235,1275.0,76,G---5,1.0,0,425,3.0,trumpet1
1275.0,236,1275.5,76,G---5,0.5,0,426,1.0,trumpet1
1275.5,237,1276.0,76,G---5,0.5,0,426,1.5,trumpet1
1276.0,238,1277.0,76,G---5,1.0,0,426,2.0,trumpet1
1277.0,239,1278.0,76,G---5,1.0,0,426,3.0,trumpet1
1278.0,240,1278.5,76,G---5,0.5,0,427,1.0,trumpet1
1278.5,241,1279.0,76,G---5,0.5,0,427,1.5,trumpet1
1279.0,242,1280.0,76,G---5,1.0,0,427,2.0,trumpet1
1280.0,243,1281.0,76,G---5,1.0,0,427,3.0,trumpet1
1281.0,244,1282.0,76,G---5,1.0,0,428,1.0,trumpet1
1381.0,245,1382.0,71,D---5,1.0,0,461,2.0,trumpet1
1384.0,246,1385.0,71,D---5,1.0,0,462,2.0,trumpet1
1387.0,247,1388.0,71,D---5,1.0,0,463,2.0,trumpet1
1390.0,248,1391.0,71,D---5,1.0,0,464,2.0,trumpet1
1393.0,249,1394.0,71,D---5,1.0,0,465,2.0,trumpet1
1396.0,250,1397.0,71,D---5,1.0,0,466,2.0,trumpet1
1399.0,251,1400.0,71,D---5,1.0,0,467,2.0,trumpet1
1429.0,252,1429.5,64,G---4,0.5,0,477,2.0,trumpet1
1429.5,253,1430.0,64,G---4,0.5,0,477,2.5,trumpet1
1430.0,254,1431.0,64,G---4,1.0,0,477,3.0,trumpet1
1431.0,255,1432.0,63,F--4,1.0,0,478,1.0,trumpet1
1432.0,256,1433.0,63,F--4,1.0,0,478,2.0,trumpet1
1435.0,257,1435.5,65,G--4,0.5,0,479,2.0,trumpet1
1435.5,258,1436.0,65,G--4,0.5,0,479,2.5,trumpet1
1436.0,259,1437.0,65,G--4,1.0,0,479,3.0,trumpet1
1437.0,260,1438.0,64,G---4,1.0,0,480,1.0,trumpet1
1438.0,261,1439.0,64,G---4,1.0,0,480,2.0,trumpet1
1441.0,262,1441.5,66,A---4,0.5,0,481,2.0,trumpet1
1441.5,263,1442.0,66,A---4,0.5,0,481,2.5,trumpet1
1442.0,264,1443.0,66,A---4,1.0,0,481,3.0,trumpet1
1443.0,265,1444.0,65,G--4,1.0,0,482,1.0,trumpet1
1445.0,266,1445.5,71,D---5,0.5,0,482,3.0,trumpet1
1445.5,267,1446.0,71,D---5,0.5,0,482,3.5,trumpet1
1446.0,268,1447.0,66,A---4,1.0,0,483,1.0,trumpet1
1448.0,269,1448.5,72,D--5,0.5,0,483,3.0,trumpet1
1448.5,270,1449.0,72,C5,0.5,0,483,3.5,trumpet1
1449.0,271,1450.0,67,B----4,1.0,0,484,1.0,trumpet1
1451.0,272,1451.5,73,E---5,0.5,0,484,3.0,trumpet1
1451.5,273,1452.0,73,D-5,0.5,0,484,3.5,trumpet1
1452.0,274,1453.0,68,B---4,1.0,0,485,1.0,trumpet1
1454.0,275,1454.5,74,F---5,0.5,0,485,3.0,trumpet1
1454.5,276,1455.0,74,E--5,0.5,0,485,3.5,trumpet1
1455.0,277,1458.0,69,C---5,3.0,0,486,1.0,trumpet1
1458.0,278,1461.5,71,D---5,3.5,0,487,1.0,trumpet1
1462.0,279,1468.0,78,A---5,6.0,0,488,2.0,trumpet1
1470.0,280,1471.0,71,D---5,1.0,0,491,1.0,trumpet1
1471.0,281,1471.5,71,D---5,0.5,0,491,2.0,trumpet1
1471.5,282,1472.0,71,D---5,0.5,0,491,2.5,trumpet1
1472.0,283,1473.0,71,D---5,1.0,0,491,3.0,trumpet1
1473.0,284,1476.0,76,G---5,3.0,0,492,1.0,trumpet1
1477.0,285,1477.5,76,G---5,0.5,0,493,2.0,trumpet1
1477.5,286,1478.0,76,G---5,0.5,0,493,2.5,trumpet1
1478.0,287,1479.0,76,G---5,1.0,0,493,3.0,trumpet1
1479.0,288,1480.0,76,G---5,1.0,0,494,1.0,trumpet1
1480.0,289,1481.0,76,G---5,1.0,0,494,2.0,trumpet1
1483.0,290,1484.0,76,G---5,1.0,0,495,2.0,trumpet1
1484.0,291,1485.0,76,G---5,1.0,0,495,3.0,trumpet1
1485.0,292,1485.5,76,G---5,0.5,0,496,1.0,trumpet1
1485.5,293,1486.0,76,G---5,0.5,0,496,1.5,trumpet1
1486.0,294,1487.0,76,G---5,1.0,0,496,2.0,trumpet1
1489.0,295,1489.5,76,G---5,0.5,0,497,2.0,trumpet1
1489.5,296,1490.0,76,G---5,0.5,0,497,2.5,trumpet1
1490.0,297,1491.0,76,G---5,1.0,0,497,3.0,trumpet1
1491.0,298,1492.0,76,G---5,1.0,0,498,1.0,trumpet1
1492.0,299,1493.0,76,G---5,1.0,0,498,2.0,trumpet1
1494.0,300,1495.0,76,G---5,1.0,0,499,1.0,trumpet1
1495.0,301,1495.5,76,G---5,0.5,0,499,2.0,trumpet1
1495.5,302,1496.0,76,G---5,0.5,0,499,2.5,trumpet1
1496.0,303,1497.0,76,G---5,1.0,0,499,3.0,trumpet1
1497.0,304,1498.0,76,G---5,1.0,0,500,1.0,trumpet1
1498.0,305,1498.5,76,G---5,0.5,0,500,2.0,trumpet1
1498.5,306,1499.0,76,G---5,0.5,0,500,2.5,trumpet1
1499.0,307,1500.0,76,G---5,1.0,0,500,3.0,trumpet1
1500.0,308,1501.0,76,G---5,1.0,0,501,1.0,trumpet1
1501.0,309,1501.5,76,G---5,0.5,0,501,2.0,trumpet1
1501.5,310,1502.0,76,G---5,0.5,0,501,2.5,trumpet1
1502.0,311,1503.0,76,G---5,1.0,0,501,3.0,trumpet1
1503.0,312,1504.0,76,G---5,1.0,0,502,1.0,trumpet1
1504.0,313,1504.5,76,G---5,0.5,0,502,2.0,trumpet1
1504.5,314,1505.0,76,G---5,0.5,0,502,2.5,trumpet1
1505.0,315,1506.0,76,G---5,1.0,0,502,3.0,trumpet1
1506.0,316,1507.0,76,G---5,1.0,0,503,1.0,trumpet1
1509.0,317,1510.0,76,G---5,1.0,0,504,1.0,trumpet1
1512.0,318,1513.0,76,G---5,1.0,0,505,1.0,trumpet1
1515.0,319,1516.0,76,G---5,1.0,0,506,1.0,trumpet1
1518.0,320,1519.0,76,G---5,1.0,0,507,1.0,trumpet1
1524.0,321,1525.0,76,G---5,1.0,0,509,1.0,trumpet1
1614.0,322,1619.0,71,C-5,5.0,0,539,1.0,trumpet1
1619.0,323,1619.5,71,C-5,0.5,0,540,3.0,trumpet1
1619.5,324,1620.0,71,C-5,0.5,0,540,3.5,trumpet1
1620.0,325,1625.0,71,C-5,5.0,0,541,1.0,trumpet1
1625.0,326,1625.5,71,C-5,0.5,0,542,3.0,trumpet1
1625.5,327,1626.0,71,C-5,0.5,0,542,3.5,trumpet1
1626.0,328,1631.0,64,F-4,5.0,0,543,1.0,trumpet1
1631.0,329,1632.0,64,F-4,1.0,0,544,3.0,trumpet1
1632.0,330,1633.0,61,D-4,1.0,0,545,1.0,trumpet1
1633.0,331,1638.0,59,C-4,5.0,0,545,2.0,trumpet1
1638.0,332,1640.0,64,F-4,2.0,0,547,1.0,trumpet1
1640.0,333,1641.0,68,A-4,1.0,0,547,3.0,trumpet1
1641.0,334,1643.0,71,C-5,2.0,0,548,1.0,trumpet1
1643.0,335,1644.0,71,C-5,1.0,0,548,3.0,trumpet1
1644.0,336,1657.0,71,C-5,13.0,0,549,1.0,trumpet1
1683.0,337,1684.0,76,F-5,1.0,0,562,1.0,trumpet1
