onset,Unnamed: 0,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure,instrument
917.0,129,918.0,64,F-4,1.0,0,306,3.0,trumpet1
918.0,130,919.5,64,F-4,1.5,0,307,1.0,trumpet1
919.5,131,920.0,64,F-4,0.5,0,307,2.5,trumpet1
920.0,132,921.0,64,F-4,1.0,0,307,3.0,trumpet1
921.0,133,922.5,64,F-4,1.5,0,308,1.0,trumpet1
922.5,134,923.0,64,F-4,0.5,0,308,2.5,trumpet1
923.0,135,924.0,64,F-4,1.0,0,308,3.0,trumpet1
924.0,136,925.5,64,F-4,1.5,0,309,1.0,trumpet1
925.5,137,926.0,64,F-4,0.5,0,309,2.5,trumpet1
926.0,138,927.0,64,F-4,1.0,0,309,3.0,trumpet1
927.0,139,928.5,59,C-4,1.5,0,310,1.0,trumpet1
928.5,140,929.0,59,C-4,0.5,0,310,2.5,trumpet1
929.0,141,930.0,59,C-4,1.0,0,310,3.0,trumpet1
930.0,142,932.0,71,C-5,2.0,0,311,1.0,trumpet1
932.0,143,933.0,68,A-4,1.0,0,311,3.0,trumpet1
933.0,144,937.0,68,A-4,4.0,0,312,1.0,trumpet1
1032.0,145,1033.5,64,F-4,1.5,0,345,1.0,trumpet1
1033.5,146,1034.0,64,F-4,0.5,0,345,2.5,trumpet1
1034.0,147,1034.5,64,F-4,0.5,0,345,3.0,trumpet1
1035.0,148,1036.5,64,F-4,1.5,0,346,1.0,trumpet1
1036.5,149,1037.0,64,F-4,0.5,0,346,2.5,trumpet1
1037.0,150,1037.5,64,F-4,0.5,0,346,3.0,trumpet1
1038.0,151,1042.5,64,F-4,4.5,0,347,1.0,trumpet1
1042.5,152,1043.0,64,F-4,0.5,0,348,2.5,trumpet1
1043.0,153,1043.5,64,F-4,0.5,0,348,3.0,trumpet1
1044.0,154,1045.5,64,F-4,1.5,0,349,1.0,trumpet1
1045.5,155,1046.0,64,F-4,0.5,0,349,2.5,trumpet1
1046.0,156,1046.5,64,F-4,0.5,0,349,3.0,trumpet1
1047.0,157,1048.5,59,C-4,1.5,0,350,1.0,trumpet1
1048.5,158,1049.0,59,C-4,0.5,0,350,2.5,trumpet1
1049.0,159,1049.5,59,C-4,0.5,0,350,3.0,trumpet1
1050.0,160,1051.5,64,F-4,1.5,0,351,1.0,trumpet1
1051.5,161,1052.0,64,F-4,0.5,0,351,2.5,trumpet1
1052.0,162,1053.0,64,F-4,1.0,0,351,3.0,trumpet1
1053.0,163,1054.5,64,F-4,1.5,0,352,1.0,trumpet1
1054.5,164,1055.0,64,F-4,0.5,0,352,2.5,trumpet1
1055.0,165,1056.0,64,F-4,1.0,0,352,3.0,trumpet1
1056.0,166,1057.5,64,F-4,1.5,0,353,1.0,trumpet1
1057.5,167,1058.0,64,F-4,0.5,0,353,2.5,trumpet1
1058.0,168,1059.0,64,F-4,1.0,0,353,3.0,trumpet1
1059.0,169,1060.5,64,F-4,1.5,0,354,1.0,trumpet1
1060.5,170,1061.0,64,F-4,0.5,0,354,2.5,trumpet1
1061.0,171,1062.0,64,F-4,1.0,0,354,3.0,trumpet1
1062.0,172,1063.5,64,F-4,1.5,0,355,1.0,trumpet1
1063.5,173,1064.0,64,F-4,0.5,0,355,2.5,trumpet1
1064.0,174,1065.0,64,F-4,1.0,0,355,3.0,trumpet1
1065.0,175,1066.5,64,F-4,1.5,0,356,1.0,trumpet1
1066.5,176,1067.0,64,F-4,0.5,0,356,2.5,trumpet1
1067.0,177,1068.0,64,F-4,1.0,0,356,3.0,trumpet1
1068.0,178,1069.5,59,C-4,1.5,0,357,1.0,trumpet1
1069.5,179,1070.0,59,C-4,0.5,0,357,2.5,trumpet1
1070.0,180,1071.0,59,C-4,1.0,0,357,3.0,trumpet1
1071.0,181,1073.0,71,C-5,2.0,0,358,1.0,trumpet1
1073.0,182,1074.0,68,A-4,1.0,0,358,3.0,trumpet1
1074.0,183,1078.0,68,A-4,4.0,0,359,1.0,trumpet1
1251.0,184,1252.0,64,G---4,1.0,0,418,1.0,trumpet1
1253.0,185,1254.0,64,G---4,1.0,0,418,3.0,trumpet1
1255.0,186,1255.5,64,G---4,0.5,0,419,2.0,trumpet1
1255.5,187,1256.0,64,G---4,0.5,0,419,2.5,trumpet1
1256.0,188,1257.0,64,G---4,1.0,0,419,3.0,trumpet1
1257.0,189,1258.0,64,G---4,1.0,0,420,1.0,trumpet1
1259.0,190,1260.0,64,G---4,1.0,0,420,3.0,trumpet1
1261.0,191,1261.5,64,G---4,0.5,0,421,2.0,trumpet1
1261.5,192,1262.0,64,G---4,0.5,0,421,2.5,trumpet1
1262.0,193,1263.0,64,G---4,1.0,0,421,3.0,trumpet1
1263.0,194,1264.0,64,G---4,1.0,0,422,1.0,trumpet1
1265.0,195,1266.0,64,G---4,1.0,0,422,3.0,trumpet1
1267.0,196,1267.5,64,G---4,0.5,0,423,2.0,trumpet1
1267.5,197,1268.0,64,G---4,0.5,0,423,2.5,trumpet1
1268.0,198,1269.0,64,G---4,1.0,0,423,3.0,trumpet1
1269.0,199,1270.0,64,G---4,1.0,0,424,1.0,trumpet1
1271.0,200,1272.0,64,G---4,1.0,0,424,3.0,trumpet1
1272.0,201,1272.5,64,G---4,0.5,0,425,1.0,trumpet1
1272.5,202,1273.0,64,G---4,0.5,0,425,1.5,trumpet1
1273.0,203,1274.0,64,G---4,1.0,0,425,2.0,trumpet1
1274.0,204,1275.0,64,G---4,1.0,0,425,3.0,trumpet1
1275.0,205,1275.5,64,G---4,0.5,0,426,1.0,trumpet1
1275.5,206,1276.0,64,G---4,0.5,0,426,1.5,trumpet1
1276.0,207,1277.0,64,G---4,1.0,0,426,2.0,trumpet1
1277.0,208,1278.0,64,G---4,1.0,0,426,3.0,trumpet1
1278.0,209,1278.5,64,G---4,0.5,0,427,1.0,trumpet1
1278.5,210,1279.0,64,G---4,0.5,0,427,1.5,trumpet1
1279.0,211,1280.0,64,G---4,1.0,0,427,2.0,trumpet1
1280.0,212,1281.0,64,G---4,1.0,0,427,3.0,trumpet1
1281.0,213,1282.0,64,G---4,1.0,0,428,1.0,trumpet1
1381.0,214,1382.0,59,D---4,1.0,0,461,2.0,trumpet1
1384.0,215,1385.0,59,D---4,1.0,0,462,2.0,trumpet1
1387.0,216,1388.0,59,D---4,1.0,0,463,2.0,trumpet1
1390.0,217,1391.0,59,D---4,1.0,0,464,2.0,trumpet1
1393.0,218,1394.0,59,D---4,1.0,0,465,2.0,trumpet1
1396.0,219,1397.0,59,D---4,1.0,0,466,2.0,trumpet1
1399.0,220,1400.0,59,D---4,1.0,0,467,2.0,trumpet1
1462.0,221,1468.0,66,A---4,6.0,0,488,2.0,trumpet1
1473.0,222,1476.0,64,G---4,3.0,0,492,1.0,trumpet1
1477.0,223,1477.5,64,G---4,0.5,0,493,2.0,trumpet1
1477.5,224,1478.0,64,G---4,0.5,0,493,2.5,trumpet1
1478.0,225,1479.0,64,G---4,1.0,0,493,3.0,trumpet1
1479.0,226,1480.0,64,G---4,1.0,0,494,1.0,trumpet1
1480.0,227,1481.0,64,G---4,1.0,0,494,2.0,trumpet1
1483.0,228,1484.0,64,G---4,1.0,0,495,2.0,trumpet1
1484.0,229,1485.0,64,G---4,1.0,0,495,3.0,trumpet1
1485.0,230,1485.5,64,G---4,0.5,0,496,1.0,trumpet1
1485.5,231,1486.0,64,G---4,0.5,0,496,1.5,trumpet1
1486.0,232,1487.0,64,G---4,1.0,0,496,2.0,trumpet1
1489.0,233,1489.5,64,G---4,0.5,0,497,2.0,trumpet1
1489.5,234,1490.0,64,G---4,0.5,0,497,2.5,trumpet1
1490.0,235,1491.0,64,G---4,1.0,0,497,3.0,trumpet1
1491.0,236,1492.0,64,G---4,1.0,0,498,1.0,trumpet1
1492.0,237,1493.0,64,G---4,1.0,0,498,2.0,trumpet1
1494.0,238,1495.0,64,G---4,1.0,0,499,1.0,trumpet1
1495.0,239,1495.5,64,G---4,0.5,0,499,2.0,trumpet1
1495.5,240,1496.0,64,G---4,0.5,0,499,2.5,trumpet1
1496.0,241,1497.0,64,G---4,1.0,0,499,3.0,trumpet1
1497.0,242,1498.0,64,G---4,1.0,0,500,1.0,trumpet1
1498.0,243,1498.5,64,G---4,0.5,0,500,2.0,trumpet1
1498.5,244,1499.0,64,G---4,0.5,0,500,2.5,trumpet1
1499.0,245,1500.0,64,G---4,1.0,0,500,3.0,trumpet1
1500.0,246,1501.0,64,G---4,1.0,0,501,1.0,trumpet1
1501.0,247,1501.5,64,G---4,0.5,0,501,2.0,trumpet1
1501.5,248,1502.0,64,G---4,0.5,0,501,2.5,trumpet1
1502.0,249,1503.0,64,G---4,1.0,0,501,3.0,trumpet1
1503.0,250,1504.0,64,G---4,1.0,0,502,1.0,trumpet1
1504.0,251,1504.5,64,G---4,0.5,0,502,2.0,trumpet1
1504.5,252,1505.0,64,G---4,0.5,0,502,2.5,trumpet1
1505.0,253,1506.0,64,G---4,1.0,0,502,3.0,trumpet1
1506.0,254,1507.0,64,G---4,1.0,0,503,1.0,trumpet1
1509.0,255,1510.0,64,G---4,1.0,0,504,1.0,trumpet1
1512.0,256,1513.0,64,G---4,1.0,0,505,1.0,trumpet1
1515.0,257,1516.0,64,G---4,1.0,0,506,1.0,trumpet1
1518.0,258,1519.0,64,G---4,1.0,0,507,1.0,trumpet1
1524.0,259,1525.0,64,G---4,1.0,0,509,1.0,trumpet1
1683.0,260,1684.0,64,F-4,1.0,0,562,1.0,trumpet1
